topic_id,Topic 1 Label,Topic 1 URL,Topic 2 Label,Topic 2 URL,Number,File,Distribution,token1,token2,token3,token4,token5,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19
EU_en_Pres3-50_25,,,,,25,EU_en_Pres3-50,0.04181,goods,transport,customs,member,community,states,State,transit,services,trade,debt,authorities,road,traffic,provisions,tariffs,procedure,formalities,international,
EU_en_Pres3-50_26,,,,,26,EU_en_Pres3-50,0.02405,time,working,workers,employment,work,temporary,hours,reduction,social,labour,duration,permanent,jobs,unemployment,effects,week,job,wage,employees,
EU_en_Pres3-50_27,,,,,27,EU_en_Pres3-50,0.198,ii,june,ot,ir,tha,tho,il,oi,ar,es,de,account,ol,st,en,er,la,ion,ia,
EU_en_Pres3-50_28,,,,,28,EU_en_Pres3-50,0.06518,member,quota,states,tariff,community,shares,share,State,reserves,initial,imports,commission,article,customs,products,question,period,economic,ensure,
EU_en_Pres3-50_29,,,,,29,EU_en_Pres3-50,0.01688,participants,will,annex,storage,operating,task,agent,participant,energy,system,work,systems,executive,agreement,phase,committee,programme,performance,COST,
EU_en_Pres3-50_30,,,,,30,EU_en_Pres3-50,0.02555,technology,activities,european,scientific,development,fast,programme,Europe,technological,community,technologies,biotechnology,term,work,long,science,technical,will,services,
EU_en_Pres3-50_31,,,,,31,EU_en_Pres3-50,0.03368,directive,protection,health,committee,environment,programme,safety,work,substances,member,measures,disease,action,pollution,states,council,animals,commission,quality,
EU_en_Pres3-50_32,,,,,32,EU_en_Pres3-50,0.00755,mm,tho,vehicle,identification,consisting,gas,figures,test,weight,combinations,flow,exhaust,form,type,contained,exceed,circuit,capacity,vehicles,
EU_en_Pres3-50_33,,,,,33,EU_en_Pres3-50,0.0407,appropriations,Ecu,expenditure,total,payments,budget,compulsory,financial,commitments,chapter,year,carried,article,utilization,rate,payment,entered,measures,supplementary,
EU_en_Pres3-50_34,,,,,34,EU_en_Pres3-50,0.03808,price,aid,prices,production,market,products,marketing,commission,increase,intervention,Ecu,year,fixed,producers,measures,regulation,proposed,will,community,
EU_en_Pres3-50_35,,,,,35,EU_en_Pres3-50,0.27524,will,commission,community,council,level,problems,order,view,years,number,basis,increase,measures,account,based,report,major,case,concerned,
EU_en_Pres3-50_36,,,,,36,EU_en_Pres3-50,0.04697,community,Spain,products,countries,spanish,accession,Portugal,will,transitional,arrangements,commission,delegation,negotiations,vis,measures,duties,period,tariff,statement,
EU_en_Pres3-50_37,,,,,37,EU_en_Pres3-50,0.03381,ECSC,coal,loan,steel,will,commission,industry,article,aid,loans,treaty,project,decision,company,AIDS,capital,interest,general,jobs,
EU_en_Pres3-50_38,,,,,38,EU_en_Pres3-50,0.01377,limit,intake,annual,inhalation,exposure,exposed,air,public,workers,derived,concentration,members,table,year,footnotes,form,asbestos,oxides,compounds,
EU_en_Pres3-50_39,,,,,39,EU_en_Pres3-50,0.01247,benefits,member,State,institution,article,legislation,regulation,person,employed,competent,insurance,provisions,concerned,territory,social,residence,family,persons,implementing,
EU_en_Pres3-50_40,,,,,40,EU_en_Pres3-50,0.09649,community,development,policy,states,commission,will,member,action,economic,countries,european,international,general,council,work,common,developing,resources,cooperation,
EU_en_Pres3-50_41,,,,,41,EU_en_Pres3-50,0.03922,programme,projects,data,project,systems,will,study,development,european,processing,system,technology,software,management,design,computer,report,pilot,work,
EU_en_Pres3-50_42,,,,,42,EU_en_Pres3-50,0.05743,community,countries,commission,imports,trade,arrangement,GATT,agreements,negotiations,export,exports,decision,article,provisions,committee,dumping,consultations,third,meat,
EU_en_Pres3-50_43,,,,,43,EU_en_Pres3-50,0.02136,regulation,eec,article,price,regard,marketing,year,community,quality,prices,council,european,products,fixed,leaf,Ecu,common,milk,market,
EU_en_Pres3-50_44,,,,,44,EU_en_Pres3-50,0.01969,wine,wines,origin,distillation,products,alcohol,description,price,packages,country,kind,article,alcoholic,produced,beverages,referred,transport,strength,regulation,
EU_en_Pres3-50_45,,,,,45,EU_en_Pres3-50,0.00691,duty,excluding,rates,bound,machines,products,including,south,steel,parts,machinery,wire,description,iron,free,plates,materials,tools,heading,
EU_en_Pres3-50_46,,,,,46,EU_en_Pres3-50,0.01472,nuclear,waste,reprocessing,fuel,sludge,materials,safety,energy,power,storage,member,jrc,treaty,radioactive,capacity,reactor,disposal,plant,plants,
EU_en_Pres3-50_47,,,,,47,EU_en_Pres3-50,0.03555,tariff,customs,products,common,duty,Ecu,falling,duties,subheading,fruit,regulation,sugar,ii,weight,frozen,excluding,fresh,community,exceeding,
EU_en_Pres3-50_48,,,,,48,EU_en_Pres3-50,0.01589,products,paper,ceilings,imports,states,duties,hellenic,countries,annex,wood,allocated,including,customs,excluding,territories,republic,Yugoslavia,member,waste,
EU_en_Pres3-50_49,,,,,49,EU_en_Pres3-50,0.03665,economic,policy,growth,rate,countries,investment,public,rates,monetary,financial,community,policies,social,year,measures,interest,balance,situation,european,
