topic_id,tokens1_19,match,ngramms,profondeur,BT1,MT,Domain
EU_en_Pres1-100_0,cereals|amounts|wheat|products|rice|regulation|applicable|falling|compensatory|referred|barley|content|starch|exceeding|weight|dry|eec|headings|matter,cereals,1,1,cereals,MT 6006 plant product,60 AGRI-FOODSTUFFS
EU_en_Pres1-100_0,cereals|amounts|wheat|products|rice|regulation|applicable|falling|compensatory|referred|barley|content|starch|exceeding|weight|dry|eec|headings|matter,wheat,1,2,cereals,MT 6006 plant product,60 AGRI-FOODSTUFFS
EU_en_Pres1-100_0,cereals|amounts|wheat|products|rice|regulation|applicable|falling|compensatory|referred|barley|content|starch|exceeding|weight|dry|eec|headings|matter,production,1,1,production,MT 6406 production,"64 PRODUCTION, TECHNOLOGY AND RESEARCH"
EU_en_Pres1-100_0,cereals|amounts|wheat|products|rice|regulation|applicable|falling|compensatory|referred|barley|content|starch|exceeding|weight|dry|eec|headings|matter,rice,1,2,cereals,MT 6006 plant product,60 AGRI-FOODSTUFFS
EU_en_Pres1-100_0,cereals|amounts|wheat|products|rice|regulation|applicable|falling|compensatory|referred|barley|content|starch|exceeding|weight|dry|eec|headings|matter,regulation,1,3,legislation,MT 1206 sources and branches of the law,12 LAW
EU_en_Pres1-100_0,cereals|amounts|wheat|products|rice|regulation|applicable|falling|compensatory|referred|barley|content|starch|exceeding|weight|dry|eec|headings|matter,barley,1,2,cereals,MT 6006 plant product,60 AGRI-FOODSTUFFS
EU_en_Pres1-100_0,cereals|amounts|wheat|products|rice|regulation|applicable|falling|compensatory|referred|barley|content|starch|exceeding|weight|dry|eec|headings|matter,starch,1,2,processed food product,MT 6026 foodstuff,60 AGRI-FOODSTUFFS
EU_en_Pres1-100_0,cereals|amounts|wheat|products|rice|regulation|applicable|falling|compensatory|referred|barley|content|starch|exceeding|weight|dry|eec|headings|matter,drying,1,3,food preserving,MT 6036 food technology,60 AGRI-FOODSTUFFS
EU_en_Pres1-100_0,cereals|amounts|wheat|products|rice|regulation|applicable|falling|compensatory|referred|barley|content|starch|exceeding|weight|dry|eec|headings|matter,EEC,1,2,European Communities,MT 1016 European construction,10 EUROPEAN UNION
EU_en_Pres1-100_0,cereals|amounts|wheat|products|rice|regulation|applicable|falling|compensatory|referred|barley|content|starch|exceeding|weight|dry|eec|headings|matter,heading,1,3,information analysis,MT 3221 documentation,32 EDUCATION AND COMMUNICATIONS
EU_en_Pres1-100_0,cereals|amounts|wheat|products|rice|regulation|applicable|falling|compensatory|referred|barley|content|starch|exceeding|weight|dry|eec|headings|matter,cereal product,2,2,processed food product,MT 6026 foodstuff,60 AGRI-FOODSTUFFS
EU_en_Pres1-100_1,country|recipient|european|community|economic|agreement|delivery|aid|goods|eec|article|agent|costs|loading|supply|products|port|referred|quantity,in country,2,4,euro area,MT 2406 monetary relations,24 FINANCE
EU_en_Pres1-100_1,country|recipient|european|community|economic|agreement|delivery|aid|goods|eec|article|agent|costs|loading|supply|products|port|referred|quantity,Europeanism,1,3,European integration,MT 1016 European construction,10 EUROPEAN UNION
EU_en_Pres1-100_1,country|recipient|european|community|economic|agreement|delivery|aid|goods|eec|article|agent|costs|loading|supply|products|port|referred|quantity,economics,1,2,social sciences,MT 3611 humanities,36 SCIENCE
EU_en_Pres1-100_1,country|recipient|european|community|economic|agreement|delivery|aid|goods|eec|article|agent|costs|loading|supply|products|port|referred|quantity,agreement ,1,2,EU relations,MT 1016 European construction,10 EUROPEAN UNION
EU_en_Pres1-100_1,country|recipient|european|community|economic|agreement|delivery|aid|goods|eec|article|agent|costs|loading|supply|products|port|referred|quantity,delivery,1,2,distributive trades,MT 2036 distributive trades,20 TRADE
EU_en_Pres1-100_1,country|recipient|european|community|economic|agreement|delivery|aid|goods|eec|article|agent|costs|loading|supply|products|port|referred|quantity,AIDS,1,4,sexually transmitted disease,MT 2841 health,28 SOCIAL QUESTIONS
EU_en_Pres1-100_1,country|recipient|european|community|economic|agreement|delivery|aid|goods|eec|article|agent|costs|loading|supply|products|port|referred|quantity,EEC,1,2,European Communities,MT 1016 European construction,10 EUROPEAN UNION
EU_en_Pres1-100_1,country|recipient|european|community|economic|agreement|delivery|aid|goods|eec|article|agent|costs|loading|supply|products|port|referred|quantity,costing,1,2,management accounting,MT 4026 accounting,40 BUSINESS AND COMPETITION
EU_en_Pres1-100_1,country|recipient|european|community|economic|agreement|delivery|aid|goods|eec|article|agent|costs|loading|supply|products|port|referred|quantity,load,1,3,carriage of goods,MT 4811 organisation of transport,48 TRANSPORT
EU_en_Pres1-100_1,country|recipient|european|community|economic|agreement|delivery|aid|goods|eec|article|agent|costs|loading|supply|products|port|referred|quantity,supply,1,1,supply,MT 2016 trade,20 TRADE
EU_en_Pres1-100_1,country|recipient|european|community|economic|agreement|delivery|aid|goods|eec|article|agent|costs|loading|supply|products|port|referred|quantity,production,1,1,production,MT 6406 production,"64 PRODUCTION, TECHNOLOGY AND RESEARCH"
EU_en_Pres1-100_1,country|recipient|european|community|economic|agreement|delivery|aid|goods|eec|article|agent|costs|loading|supply|products|port|referred|quantity,port,1,2,ports policy,MT 4821 maritime and inland waterway transport,48 TRANSPORT
EU_en_Pres1-100_1,country|recipient|european|community|economic|agreement|delivery|aid|goods|eec|article|agent|costs|loading|supply|products|port|referred|quantity,recipient country,2,3,aid system,MT 0811 cooperation policy,08 INTERNATIONAL RELATIONS
EU_en_Pres1-100_1,country|recipient|european|community|economic|agreement|delivery|aid|goods|eec|article|agent|costs|loading|supply|products|port|referred|quantity,European countries,2,1,European countries,MT 7206 Europe,72 GEOGRAPHY
EU_en_Pres1-100_2,agreement|community|parties|negotiations|contracting|economic|party|provisions|concluded|article|agreements|delegation|joint|conclusion|force|respect|procedures|view|recommendation,agreement ,1,2,EU relations,MT 1016 European construction,10 EUROPEAN UNION
EU_en_Pres1-100_2,agreement|community|parties|negotiations|contracting|economic|party|provisions|concluded|article|agreements|delegation|joint|conclusion|force|respect|procedures|view|recommendation,contract,1,2,civil law,MT 1211 civil law,12 LAW
EU_en_Pres1-100_2,agreement|community|parties|negotiations|contracting|economic|party|provisions|concluded|article|agreements|delegation|joint|conclusion|force|respect|procedures|view|recommendation,economics,1,2,social sciences,MT 3611 humanities,36 SCIENCE
EU_en_Pres1-100_2,agreement|community|parties|negotiations|contracting|economic|party|provisions|concluded|article|agreements|delegation|joint|conclusion|force|respect|procedures|view|recommendation,provision,1,2,accounting,MT 4026 accounting,40 BUSINESS AND COMPETITION
EU_en_Pres1-100_2,agreement|community|parties|negotiations|contracting|economic|party|provisions|concluded|article|agreements|delegation|joint|conclusion|force|respect|procedures|view|recommendation,agreement ,1,2,EU relations,MT 1016 European construction,10 EUROPEAN UNION
EU_en_Pres1-100_2,agreement|community|parties|negotiations|contracting|economic|party|provisions|concluded|article|agreements|delegation|joint|conclusion|force|respect|procedures|view|recommendation,recommendation,1,2,international instrument,MT 0806 international affairs,08 INTERNATIONAL RELATIONS
EU_en_Pres1-100_2,agreement|community|parties|negotiations|contracting|economic|party|provisions|concluded|article|agreements|delegation|joint|conclusion|force|respect|procedures|view|recommendation,contractual agreement,2,2,civil law,MT 1211 civil law,12 LAW
EU_en_Pres1-100_2,agreement|community|parties|negotiations|contracting|economic|party|provisions|concluded|article|agreements|delegation|joint|conclusion|force|respect|procedures|view|recommendation,economic agreement,2,2,international agreement,MT 0806 international affairs,08 INTERNATIONAL RELATIONS
EU_en_Pres1-100_3,products|countries|community|tariff|preferences|states|islands|member|duties|article|imports|quotas|territories|amount|originating|ceilings|customs|generalized|maximum,production,1,1,production,MT 6406 production,"64 PRODUCTION, TECHNOLOGY AND RESEARCH"
EU_en_Pres1-100_3,products|countries|community|tariff|preferences|states|islands|member|duties|article|imports|quotas|territories|amount|originating|ceilings|customs|generalized|maximum,in country,2,4,euro area,MT 2406 monetary relations,24 FINANCE
EU_en_Pres1-100_3,products|countries|community|tariff|preferences|states|islands|member|duties|article|imports|quotas|territories|amount|originating|ceilings|customs|generalized|maximum,tariff,1,3,fixing of prices,MT 2451 prices,24 FINANCE
EU_en_Pres1-100_3,products|countries|community|tariff|preferences|states|islands|member|duties|article|imports|quotas|territories|amount|originating|ceilings|customs|generalized|maximum,State,1,1,State,MT 0406 political framework,04 POLITICS
EU_en_Pres1-100_3,products|countries|community|tariff|preferences|states|islands|member|duties|article|imports|quotas|territories|amount|originating|ceilings|customs|generalized|maximum,island,1,2,geophysical environment,MT 5211 natural environment,52 ENVIRONMENT
EU_en_Pres1-100_3,products|countries|community|tariff|preferences|states|islands|member|duties|article|imports|quotas|territories|amount|originating|ceilings|customs|generalized|maximum,import,1,2,trading operation,MT 2016 trade,20 TRADE
EU_en_Pres1-100_3,products|countries|community|tariff|preferences|states|islands|member|duties|article|imports|quotas|territories|amount|originating|ceilings|customs|generalized|maximum,quota,1,3,non-tariff barrier,MT 2021 international trade,20 TRADE
EU_en_Pres1-100_3,products|countries|community|tariff|preferences|states|islands|member|duties|article|imports|quotas|territories|amount|originating|ceilings|customs|generalized|maximum,territoriality,1,2,public international law,MT 1231 international law,12 LAW
EU_en_Pres1-100_3,products|countries|community|tariff|preferences|states|islands|member|duties|article|imports|quotas|territories|amount|originating|ceilings|customs|generalized|maximum,customs,1,2,customs regulations,MT 2011 tariff policy,20 TRADE
EU_en_Pres1-100_3,products|countries|community|tariff|preferences|states|islands|member|duties|article|imports|quotas|territories|amount|originating|ceilings|customs|generalized|maximum,production quota,2,2,production policy,MT 6406 production,"64 PRODUCTION, TECHNOLOGY AND RESEARCH"
EU_en_Pres1-100_4,protocol|products|originating|agreement|community|decision|joint|Portugal|article|committee|economic|definition|concerning|european|concept|force|portuguese|countries|annexed,Protocol ,1,2,European treaties,MT 1011 European Union law,10 EUROPEAN UNION
EU_en_Pres1-100_4,protocol|products|originating|agreement|community|decision|joint|Portugal|article|committee|economic|definition|concerning|european|concept|force|portuguese|countries|annexed,production,1,1,production,MT 6406 production,"64 PRODUCTION, TECHNOLOGY AND RESEARCH"
EU_en_Pres1-100_4,protocol|products|originating|agreement|community|decision|joint|Portugal|article|committee|economic|definition|concerning|european|concept|force|portuguese|countries|annexed,agreement ,1,2,EU relations,MT 1016 European construction,10 EUROPEAN UNION
EU_en_Pres1-100_4,protocol|products|originating|agreement|community|decision|joint|Portugal|article|committee|economic|definition|concerning|european|concept|force|portuguese|countries|annexed,decision,1,4,regulation,MT 1206 sources and branches of the law,12 LAW
EU_en_Pres1-100_4,protocol|products|originating|agreement|community|decision|joint|Portugal|article|committee|economic|definition|concerning|european|concept|force|portuguese|countries|annexed,Portugal,1,2,Southern Europe,MT 7206 Europe || MT 7231 economic geography || MT 7236 political geography,72 GEOGRAPHY
EU_en_Pres1-100_4,protocol|products|originating|agreement|community|decision|joint|Portugal|article|committee|economic|definition|concerning|european|concept|force|portuguese|countries|annexed,committee ,1,2,EU office or agency,MT 1006 EU institutions and European civil service,10 EUROPEAN UNION
EU_en_Pres1-100_4,protocol|products|originating|agreement|community|decision|joint|Portugal|article|committee|economic|definition|concerning|european|concept|force|portuguese|countries|annexed,economics,1,2,social sciences,MT 3611 humanities,36 SCIENCE
EU_en_Pres1-100_4,protocol|products|originating|agreement|community|decision|joint|Portugal|article|committee|economic|definition|concerning|european|concept|force|portuguese|countries|annexed,Europeanism,1,3,European integration,MT 1016 European construction,10 EUROPEAN UNION
EU_en_Pres1-100_4,protocol|products|originating|agreement|community|decision|joint|Portugal|article|committee|economic|definition|concerning|european|concept|force|portuguese|countries|annexed,in country,2,4,euro area,MT 2406 monetary relations,24 FINANCE
EU_en_Pres1-100_5,certificate|goods|customs|movement|authorities|article|State|form|certificates|eur|country|issued|exporter|community|provisions|exporting|products|conditions|referred,customs,1,2,customs regulations,MT 2011 tariff policy,20 TRADE
EU_en_Pres1-100_5,certificate|goods|customs|movement|authorities|article|State|form|certificates|eur|country|issued|exporter|community|provisions|exporting|products|conditions|referred,author,1,2,arts,MT 2831 culture and religion,28 SOCIAL QUESTIONS
EU_en_Pres1-100_5,certificate|goods|customs|movement|authorities|article|State|form|certificates|eur|country|issued|exporter|community|provisions|exporting|products|conditions|referred,State,1,1,State,MT 0406 political framework,04 POLITICS
EU_en_Pres1-100_5,certificate|goods|customs|movement|authorities|article|State|form|certificates|eur|country|issued|exporter|community|provisions|exporting|products|conditions|referred,form,1,2,document,MT 3221 documentation,32 EDUCATION AND COMMUNICATIONS
EU_en_Pres1-100_5,certificate|goods|customs|movement|authorities|article|State|form|certificates|eur|country|issued|exporter|community|provisions|exporting|products|conditions|referred,EURES,1,2,labour market,MT 4411 labour market,44 EMPLOYMENT AND WORKING CONDITIONS
EU_en_Pres1-100_5,certificate|goods|customs|movement|authorities|article|State|form|certificates|eur|country|issued|exporter|community|provisions|exporting|products|conditions|referred,in country,2,4,euro area,MT 2406 monetary relations,24 FINANCE
EU_en_Pres1-100_5,certificate|goods|customs|movement|authorities|article|State|form|certificates|eur|country|issued|exporter|community|provisions|exporting|products|conditions|referred,export,1,2,trading operation,MT 2016 trade,20 TRADE
EU_en_Pres1-100_5,certificate|goods|customs|movement|authorities|article|State|form|certificates|eur|country|issued|exporter|community|provisions|exporting|products|conditions|referred,provision,1,2,accounting,MT 4026 accounting,40 BUSINESS AND COMPETITION
EU_en_Pres1-100_5,certificate|goods|customs|movement|authorities|article|State|form|certificates|eur|country|issued|exporter|community|provisions|exporting|products|conditions|referred,export,1,2,trading operation,MT 2016 trade,20 TRADE
EU_en_Pres1-100_5,certificate|goods|customs|movement|authorities|article|State|form|certificates|eur|country|issued|exporter|community|provisions|exporting|products|conditions|referred,production,1,1,production,MT 6406 production,"64 PRODUCTION, TECHNOLOGY AND RESEARCH"
EU_en_Pres1-100_5,certificate|goods|customs|movement|authorities|article|State|form|certificates|eur|country|issued|exporter|community|provisions|exporting|products|conditions|referred,movement certificate,2,3,customs document,MT 2011 tariff policy,20 TRADE
EU_en_Pres1-100_5,certificate|goods|customs|movement|authorities|article|State|form|certificates|eur|country|issued|exporter|community|provisions|exporting|products|conditions|referred,export certificate,2,3,customs document,MT 2011 tariff policy,20 TRADE
EU_en_Pres1-100_5,certificate|goods|customs|movement|authorities|article|State|form|certificates|eur|country|issued|exporter|community|provisions|exporting|products|conditions|referred,Community certification,2,4,approval,MT 6411 technology and technical regulations,"64 PRODUCTION, TECHNOLOGY AND RESEARCH"
EU_en_Pres1-100_5,certificate|goods|customs|movement|authorities|article|State|form|certificates|eur|country|issued|exporter|community|provisions|exporting|products|conditions|referred,export certificate,2,3,customs document,MT 2011 tariff policy,20 TRADE
EU_en_Pres1-100_6,budget|financial|expenditure|appropriations|year|commission|total|resources|will|chapter|loans|article|financing|contributions|increase|investment|years|budgetary|aid,budget,1,2,budget policy,MT 2436 public finance and budget policy,24 FINANCE
EU_en_Pres1-100_6,budget|financial|expenditure|appropriations|year|commission|total|resources|will|chapter|loans|article|financing|contributions|increase|investment|years|budgetary|aid,expenditure,1,3,operating result,MT 4026 accounting,40 BUSINESS AND COMPETITION
EU_en_Pres1-100_6,budget|financial|expenditure|appropriations|year|commission|total|resources|will|chapter|loans|article|financing|contributions|increase|investment|years|budgetary|aid,will,1,3,transfer of property,MT 1211 civil law,12 LAW
EU_en_Pres1-100_6,budget|financial|expenditure|appropriations|year|commission|total|resources|will|chapter|loans|article|financing|contributions|increase|investment|years|budgetary|aid,loan,1,2,credit,MT 2416 financial institutions and credit,24 FINANCE
EU_en_Pres1-100_6,budget|financial|expenditure|appropriations|year|commission|total|resources|will|chapter|loans|article|financing|contributions|increase|investment|years|budgetary|aid,financing,1,1,financing,MT 2426 financing and investment,24 FINANCE
EU_en_Pres1-100_6,budget|financial|expenditure|appropriations|year|commission|total|resources|will|chapter|loans|article|financing|contributions|increase|investment|years|budgetary|aid,investment,1,1,investment,MT 2426 financing and investment,24 FINANCE
EU_en_Pres1-100_6,budget|financial|expenditure|appropriations|year|commission|total|resources|will|chapter|loans|article|financing|contributions|increase|investment|years|budgetary|aid,AIDS,1,4,sexually transmitted disease,MT 2841 health,28 SOCIAL QUESTIONS
EU_en_Pres1-100_6,budget|financial|expenditure|appropriations|year|commission|total|resources|will|chapter|loans|article|financing|contributions|increase|investment|years|budgetary|aid,budget financing,2,1,budget financing,MT 2441 budget,24 FINANCE
EU_en_Pres1-100_6,budget|financial|expenditure|appropriations|year|commission|total|resources|will|chapter|loans|article|financing|contributions|increase|investment|years|budgetary|aid,budget year,2,2,implementation of the budget,MT 2441 budget,24 FINANCE
EU_en_Pres1-100_6,budget|financial|expenditure|appropriations|year|commission|total|resources|will|chapter|loans|article|financing|contributions|increase|investment|years|budgetary|aid,budget financing,2,1,budget financing,MT 2441 budget,24 FINANCE
EU_en_Pres1-100_6,budget|financial|expenditure|appropriations|year|commission|total|resources|will|chapter|loans|article|financing|contributions|increase|investment|years|budgetary|aid,budget year,2,2,implementation of the budget,MT 2441 budget,24 FINANCE
EU_en_Pres1-100_7,community|policy|member|states|commission|will|economic|common|european|measures|development|action|policies|council|objectives|problems|market|national|proposals,State,1,1,State,MT 0406 political framework,04 POLITICS
EU_en_Pres1-100_7,community|policy|member|states|commission|will|economic|common|european|measures|development|action|policies|council|objectives|problems|market|national|proposals,will,1,3,transfer of property,MT 1211 civil law,12 LAW
EU_en_Pres1-100_7,community|policy|member|states|commission|will|economic|common|european|measures|development|action|policies|council|objectives|problems|market|national|proposals,economics,1,2,social sciences,MT 3611 humanities,36 SCIENCE
EU_en_Pres1-100_7,community|policy|member|states|commission|will|economic|common|european|measures|development|action|policies|council|objectives|problems|market|national|proposals,Europeanism,1,3,European integration,MT 1016 European construction,10 EUROPEAN UNION
EU_en_Pres1-100_7,community|policy|member|states|commission|will|economic|common|european|measures|development|action|policies|council|objectives|problems|market|national|proposals,marketing,1,1,marketing,MT 2031 marketing,20 TRADE
EU_en_Pres1-100_7,community|policy|member|states|commission|will|economic|common|european|measures|development|action|policies|council|objectives|problems|market|national|proposals,nationalism,1,2,political ideology,MT 0406 political framework,04 POLITICS
EU_en_Pres1-100_7,community|policy|member|states|commission|will|economic|common|european|measures|development|action|policies|council|objectives|problems|market|national|proposals,proposal ,1,3,drafting of EU law,MT 1011 European Union law,10 EUROPEAN UNION
EU_en_Pres1-100_7,community|policy|member|states|commission|will|economic|common|european|measures|development|action|policies|council|objectives|problems|market|national|proposals,Community policy,2,3,EU activity,MT 1016 European construction,10 EUROPEAN UNION
EU_en_Pres1-100_7,community|policy|member|states|commission|will|economic|common|european|measures|development|action|policies|council|objectives|problems|market|national|proposals,European Communities,2,1,European Communities,MT 1016 European construction,10 EUROPEAN UNION
EU_en_Pres1-100_7,community|policy|member|states|commission|will|economic|common|european|measures|development|action|policies|council|objectives|problems|market|national|proposals,Community policy,2,3,EU activity,MT 1016 European construction,10 EUROPEAN UNION
EU_en_Pres1-100_7,community|policy|member|states|commission|will|economic|common|european|measures|development|action|policies|council|objectives|problems|market|national|proposals,Community market,2,2,market,MT 2006 trade policy,20 TRADE
EU_en_Pres1-100_7,community|policy|member|states|commission|will|economic|common|european|measures|development|action|policies|council|objectives|problems|market|national|proposals,Community national,2,3,national,MT 1231 international law,12 LAW
EU_en_Pres1-100_8,social|workers|employment|labour|working|work|training|women|action|migrant|conditions|collective|vocational|participation|industrial|schemes|persons|living|worker,socialism,1,2,political ideology,MT 0406 political framework,04 POLITICS
EU_en_Pres1-100_8,social|workers|employment|labour|working|work|training|women|action|migrant|conditions|collective|vocational|participation|industrial|schemes|persons|living|worker,worker ,1,2,labour force,MT 4411 labour market,44 EMPLOYMENT AND WORKING CONDITIONS
EU_en_Pres1-100_8,social|workers|employment|labour|working|work|training|women|action|migrant|conditions|collective|vocational|participation|industrial|schemes|persons|living|worker,employer,1,2,labour market,MT 4411 labour market,44 EMPLOYMENT AND WORKING CONDITIONS
EU_en_Pres1-100_8,social|workers|employment|labour|working|work|training|women|action|migrant|conditions|collective|vocational|participation|industrial|schemes|persons|living|worker,labourer,1,3,blue-collar worker,MT 4411 labour market,44 EMPLOYMENT AND WORKING CONDITIONS
EU_en_Pres1-100_8,social|workers|employment|labour|working|work|training|women|action|migrant|conditions|collective|vocational|participation|industrial|schemes|persons|living|worker,work,1,1,work,MT 4416 organisation of work and working conditions,44 EMPLOYMENT AND WORKING CONDITIONS
EU_en_Pres1-100_8,social|workers|employment|labour|working|work|training|women|action|migrant|conditions|collective|vocational|participation|industrial|schemes|persons|living|worker,work,1,1,work,MT 4416 organisation of work and working conditions,44 EMPLOYMENT AND WORKING CONDITIONS
EU_en_Pres1-100_8,social|workers|employment|labour|working|work|training|women|action|migrant|conditions|collective|vocational|participation|industrial|schemes|persons|living|worker,train,1,3,rail transport,MT 4816 land transport,48 TRANSPORT
EU_en_Pres1-100_8,social|workers|employment|labour|working|work|training|women|action|migrant|conditions|collective|vocational|participation|industrial|schemes|persons|living|worker,women,1,3,distribution by sex,MT 2816 demography and population,28 SOCIAL QUESTIONS
EU_en_Pres1-100_8,social|workers|employment|labour|working|work|training|women|action|migrant|conditions|collective|vocational|participation|industrial|schemes|persons|living|worker,migrant,1,2,migration,MT 2811 migration,28 SOCIAL QUESTIONS
EU_en_Pres1-100_8,social|workers|employment|labour|working|work|training|women|action|migrant|conditions|collective|vocational|participation|industrial|schemes|persons|living|worker,industrialization,1,2,industrial policy,MT 6806 industrial structures and policy,68 INDUSTRY
EU_en_Pres1-100_8,social|workers|employment|labour|working|work|training|women|action|migrant|conditions|collective|vocational|participation|industrial|schemes|persons|living|worker,personality,1,3,psychology,MT 3611 humanities,36 SCIENCE
EU_en_Pres1-100_8,social|workers|employment|labour|working|work|training|women|action|migrant|conditions|collective|vocational|participation|industrial|schemes|persons|living|worker,worker ,1,2,labour force,MT 4411 labour market,44 EMPLOYMENT AND WORKING CONDITIONS
EU_en_Pres1-100_8,social|workers|employment|labour|working|work|training|women|action|migrant|conditions|collective|vocational|participation|industrial|schemes|persons|living|worker,social worker,2,2,social policy,MT 2826 social affairs,28 SOCIAL QUESTIONS
EU_en_Pres1-100_8,social|workers|employment|labour|working|work|training|women|action|migrant|conditions|collective|vocational|participation|industrial|schemes|persons|living|worker,social work,2,2,welfare,MT 2836 social protection,28 SOCIAL QUESTIONS
EU_en_Pres1-100_8,social|workers|employment|labour|working|work|training|women|action|migrant|conditions|collective|vocational|participation|industrial|schemes|persons|living|worker,social work,2,2,welfare,MT 2836 social protection,28 SOCIAL QUESTIONS
EU_en_Pres1-100_8,social|workers|employment|labour|working|work|training|women|action|migrant|conditions|collective|vocational|participation|industrial|schemes|persons|living|worker,social worker,2,2,social policy,MT 2826 social affairs,28 SOCIAL QUESTIONS
EU_en_Pres1-100_9,test|gas|pressure|appliance|water|measuring|level|appliances|sound|rate|temperature|eec|tests|noise|conditions|approval|inspection|meter|type,testing,1,3,product design,MT 6411 technology and technical regulations,"64 PRODUCTION, TECHNOLOGY AND RESEARCH"
EU_en_Pres1-100_9,test|gas|pressure|appliance|water|measuring|level|appliances|sound|rate|temperature|eec|tests|noise|conditions|approval|inspection|meter|type,gas,1,3,fuel,MT 6606 energy policy,66 ENERGY
EU_en_Pres1-100_9,test|gas|pressure|appliance|water|measuring|level|appliances|sound|rate|temperature|eec|tests|noise|conditions|approval|inspection|meter|type,water,1,3,aquatic environment,MT 5211 natural environment,52 ENVIRONMENT
EU_en_Pres1-100_9,test|gas|pressure|appliance|water|measuring|level|appliances|sound|rate|temperature|eec|tests|noise|conditions|approval|inspection|meter|type,rates,1,2,tax on income,MT 2446 taxation,24 FINANCE
EU_en_Pres1-100_9,test|gas|pressure|appliance|water|measuring|level|appliances|sound|rate|temperature|eec|tests|noise|conditions|approval|inspection|meter|type,EEC,1,2,European Communities,MT 1016 European construction,10 EUROPEAN UNION
EU_en_Pres1-100_9,test|gas|pressure|appliance|water|measuring|level|appliances|sound|rate|temperature|eec|tests|noise|conditions|approval|inspection|meter|type,testing,1,3,product design,MT 6411 technology and technical regulations,"64 PRODUCTION, TECHNOLOGY AND RESEARCH"
EU_en_Pres1-100_9,test|gas|pressure|appliance|water|measuring|level|appliances|sound|rate|temperature|eec|tests|noise|conditions|approval|inspection|meter|type,noise,1,2,nuisance,MT 5216 deterioration of the environment,52 ENVIRONMENT
EU_en_Pres1-100_9,test|gas|pressure|appliance|water|measuring|level|appliances|sound|rate|temperature|eec|tests|noise|conditions|approval|inspection|meter|type,approval,1,3,standardisation,MT 6411 technology and technical regulations,"64 PRODUCTION, TECHNOLOGY AND RESEARCH"
EU_en_Pres1-100_9,test|gas|pressure|appliance|water|measuring|level|appliances|sound|rate|temperature|eec|tests|noise|conditions|approval|inspection|meter|type,meter,1,2,precision engineering,MT 6821 mechanical engineering,68 INDUSTRY
EU_en_Pres1-100_10,aid|expenditure|amount|commission|granted|guarantee|financing|guidance|projects|agricultural|paid|EAGGF|fund|account|reimbursement|financial|respect|applications|premiums,AIDS,1,4,sexually transmitted disease,MT 2841 health,28 SOCIAL QUESTIONS
EU_en_Pres1-100_10,aid|expenditure|amount|commission|granted|guarantee|financing|guidance|projects|agricultural|paid|EAGGF|fund|account|reimbursement|financial|respect|applications|premiums,expenditure,1,3,operating result,MT 4026 accounting,40 BUSINESS AND COMPETITION
EU_en_Pres1-100_10,aid|expenditure|amount|commission|granted|guarantee|financing|guidance|projects|agricultural|paid|EAGGF|fund|account|reimbursement|financial|respect|applications|premiums,guarantee,1,3,contract,MT 1211 civil law,12 LAW
EU_en_Pres1-100_10,aid|expenditure|amount|commission|granted|guarantee|financing|guidance|projects|agricultural|paid|EAGGF|fund|account|reimbursement|financial|respect|applications|premiums,financing,1,1,financing,MT 2426 financing and investment,24 FINANCE
EU_en_Pres1-100_10,aid|expenditure|amount|commission|granted|guarantee|financing|guidance|projects|agricultural|paid|EAGGF|fund|account|reimbursement|financial|respect|applications|premiums,agriculture,1,3,primary sector,MT 1621 economic structure,16 ECONOMICS
EU_en_Pres1-100_10,aid|expenditure|amount|commission|granted|guarantee|financing|guidance|projects|agricultural|paid|EAGGF|fund|account|reimbursement|financial|respect|applications|premiums,EAGGF,1,4,fund ,MT 1021 EU finance,10 EUROPEAN UNION
EU_en_Pres1-100_10,aid|expenditure|amount|commission|granted|guarantee|financing|guidance|projects|agricultural|paid|EAGGF|fund|account|reimbursement|financial|respect|applications|premiums,fund ,1,3,EU financial instrument,MT 1021 EU finance,10 EUROPEAN UNION
EU_en_Pres1-100_10,aid|expenditure|amount|commission|granted|guarantee|financing|guidance|projects|agricultural|paid|EAGGF|fund|account|reimbursement|financial|respect|applications|premiums,accounting,1,1,accounting,MT 4026 accounting,40 BUSINESS AND COMPETITION
EU_en_Pres1-100_10,aid|expenditure|amount|commission|granted|guarantee|financing|guidance|projects|agricultural|paid|EAGGF|fund|account|reimbursement|financial|respect|applications|premiums,granting of aid,3,1,granting of aid,MT 1606 economic policy,16 ECONOMICS
EU_en_Pres1-100_10,aid|expenditure|amount|commission|granted|guarantee|financing|guidance|projects|agricultural|paid|EAGGF|fund|account|reimbursement|financial|respect|applications|premiums,financing of aid,3,3,aid system,MT 0811 cooperation policy,08 INTERNATIONAL RELATIONS
EU_en_Pres1-100_10,aid|expenditure|amount|commission|granted|guarantee|financing|guidance|projects|agricultural|paid|EAGGF|fund|account|reimbursement|financial|respect|applications|premiums,reimbursement of aid,3,2,economic support,MT 1606 economic policy,16 ECONOMICS
EU_en_Pres1-100_10,aid|expenditure|amount|commission|granted|guarantee|financing|guidance|projects|agricultural|paid|EAGGF|fund|account|reimbursement|financial|respect|applications|premiums,financial aid,2,2,aid policy,MT 0811 cooperation policy,08 INTERNATIONAL RELATIONS
