topic_id,tokens1_19,match,ngramms,profondeur,BT1,MT,Domain
EU_en_Pres1-50_2,article|member|provisions|states|paragraph|commission|council|directive|measures|proposal|laid|referred|State|provided|respect|application|procedure|apply|time,provision,1,2,accounting,MT 4026 accounting,40 BUSINESS AND COMPETITION
EU_en_Pres1-50_2,article|member|provisions|states|paragraph|commission|council|directive|measures|proposal|laid|referred|State|provided|respect|application|procedure|apply|time,State,1,1,State,MT 0406 political framework,04 POLITICS
EU_en_Pres1-50_2,article|member|provisions|states|paragraph|commission|council|directive|measures|proposal|laid|referred|State|provided|respect|application|procedure|apply|time,directive,1,4,regulation,MT 1206 sources and branches of the law,12 LAW
EU_en_Pres1-50_2,article|member|provisions|states|paragraph|commission|council|directive|measures|proposal|laid|referred|State|provided|respect|application|procedure|apply|time,proposal ,1,3,drafting of EU law,MT 1011 European Union law,10 EUROPEAN UNION
EU_en_Pres1-50_2,article|member|provisions|states|paragraph|commission|council|directive|measures|proposal|laid|referred|State|provided|respect|application|procedure|apply|time,State,1,1,State,MT 0406 political framework,04 POLITICS
EU_en_Pres1-50_2,article|member|provisions|states|paragraph|commission|council|directive|measures|proposal|laid|referred|State|provided|respect|application|procedure|apply|time,provider,1,3,Internet,MT 3226 communications,32 EDUCATION AND COMMUNICATIONS
EU_en_Pres1-50_3,commission|council|committee|decision|european|community|member|states|draft|proposal|economic|opinion|concerning|treaty|meeting|adopted|regard|set|proposals,committee ,1,2,EU office or agency,MT 1006 EU institutions and European civil service,10 EUROPEAN UNION
EU_en_Pres1-50_3,commission|council|committee|decision|european|community|member|states|draft|proposal|economic|opinion|concerning|treaty|meeting|adopted|regard|set|proposals,decision,1,4,regulation,MT 1206 sources and branches of the law,12 LAW
EU_en_Pres1-50_3,commission|council|committee|decision|european|community|member|states|draft|proposal|economic|opinion|concerning|treaty|meeting|adopted|regard|set|proposals,Europeanism,1,3,European integration,MT 1016 European construction,10 EUROPEAN UNION
EU_en_Pres1-50_3,commission|council|committee|decision|european|community|member|states|draft|proposal|economic|opinion|concerning|treaty|meeting|adopted|regard|set|proposals,State,1,1,State,MT 0406 political framework,04 POLITICS
EU_en_Pres1-50_3,commission|council|committee|decision|european|community|member|states|draft|proposal|economic|opinion|concerning|treaty|meeting|adopted|regard|set|proposals,draft,1,4,deposit money,MT 2411 monetary economics,24 FINANCE
EU_en_Pres1-50_3,commission|council|committee|decision|european|community|member|states|draft|proposal|economic|opinion|concerning|treaty|meeting|adopted|regard|set|proposals,proposal ,1,3,drafting of EU law,MT 1011 European Union law,10 EUROPEAN UNION
EU_en_Pres1-50_3,commission|council|committee|decision|european|community|member|states|draft|proposal|economic|opinion|concerning|treaty|meeting|adopted|regard|set|proposals,economics,1,2,social sciences,MT 3611 humanities,36 SCIENCE
EU_en_Pres1-50_3,commission|council|committee|decision|european|community|member|states|draft|proposal|economic|opinion|concerning|treaty|meeting|adopted|regard|set|proposals,opinion,1,2,legislative procedure,MT 0426 parliamentary proceedings,04 POLITICS
EU_en_Pres1-50_3,commission|council|committee|decision|european|community|member|states|draft|proposal|economic|opinion|concerning|treaty|meeting|adopted|regard|set|proposals,proposal ,1,3,drafting of EU law,MT 1011 European Union law,10 EUROPEAN UNION
EU_en_Pres1-50_3,commission|council|committee|decision|european|community|member|states|draft|proposal|economic|opinion|concerning|treaty|meeting|adopted|regard|set|proposals,Commission Decision,2,2,EU act,MT 1011 European Union law,10 EUROPEAN UNION
EU_en_Pres1-50_3,commission|council|committee|decision|european|community|member|states|draft|proposal|economic|opinion|concerning|treaty|meeting|adopted|regard|set|proposals,European Commission,2,2,EU institution,MT 1006 EU institutions and European civil service,10 EUROPEAN UNION
EU_en_Pres1-50_3,commission|council|committee|decision|european|community|member|states|draft|proposal|economic|opinion|concerning|treaty|meeting|adopted|regard|set|proposals,member of the Commission,4,3,European Commission,MT 1006 EU institutions and European civil service,10 EUROPEAN UNION
EU_en_Pres1-50_3,commission|council|committee|decision|european|community|member|states|draft|proposal|economic|opinion|concerning|treaty|meeting|adopted|regard|set|proposals,Commission proposal,2,3,drafting of EU law,MT 1011 European Union law,10 EUROPEAN UNION
EU_en_Pres1-50_3,commission|council|committee|decision|european|community|member|states|draft|proposal|economic|opinion|concerning|treaty|meeting|adopted|regard|set|proposals,opinion of the Commission,4,3,opinion ,MT 1011 European Union law,10 EUROPEAN UNION
EU_en_Pres1-50_3,commission|council|committee|decision|european|community|member|states|draft|proposal|economic|opinion|concerning|treaty|meeting|adopted|regard|set|proposals,Commission proposal,2,3,drafting of EU law,MT 1011 European Union law,10 EUROPEAN UNION
EU_en_Pres1-50_3,commission|council|committee|decision|european|community|member|states|draft|proposal|economic|opinion|concerning|treaty|meeting|adopted|regard|set|proposals,Council Decision,2,2,EU act,MT 1011 European Union law,10 EUROPEAN UNION
EU_en_Pres1-50_3,commission|council|committee|decision|european|community|member|states|draft|proposal|economic|opinion|concerning|treaty|meeting|adopted|regard|set|proposals,European Council,2,2,EU institution,MT 1006 EU institutions and European civil service,10 EUROPEAN UNION
EU_en_Pres1-50_4,securities|quantitative|textiles|authorities|arrangement|products|community|textile|limits|units|zealand|quotation|ciuts|agreement|will|admission|official|export|market,securities,1,2,financial market,MT 2421 free movement of capital,24 FINANCE
EU_en_Pres1-50_4,securities|quantitative|textiles|authorities|arrangement|products|community|textile|limits|units|zealand|quotation|ciuts|agreement|will|admission|official|export|market,author,1,2,arts,MT 2831 culture and religion,28 SOCIAL QUESTIONS
EU_en_Pres1-50_4,securities|quantitative|textiles|authorities|arrangement|products|community|textile|limits|units|zealand|quotation|ciuts|agreement|will|admission|official|export|market,production,1,1,production,MT 6406 production,"64 PRODUCTION, TECHNOLOGY AND RESEARCH"
EU_en_Pres1-50_4,securities|quantitative|textiles|authorities|arrangement|products|community|textile|limits|units|zealand|quotation|ciuts|agreement|will|admission|official|export|market,limitation,1,3,admissibility,MT 1221 justice,12 LAW
EU_en_Pres1-50_4,securities|quantitative|textiles|authorities|arrangement|products|community|textile|limits|units|zealand|quotation|ciuts|agreement|will|admission|official|export|market,agreement ,1,2,EU relations,MT 1016 European construction,10 EUROPEAN UNION
EU_en_Pres1-50_4,securities|quantitative|textiles|authorities|arrangement|products|community|textile|limits|units|zealand|quotation|ciuts|agreement|will|admission|official|export|market,will,1,3,transfer of property,MT 1211 civil law,12 LAW
EU_en_Pres1-50_4,securities|quantitative|textiles|authorities|arrangement|products|community|textile|limits|units|zealand|quotation|ciuts|agreement|will|admission|official|export|market,admissibility,1,2,judicial proceedings,MT 1221 justice,12 LAW
EU_en_Pres1-50_4,securities|quantitative|textiles|authorities|arrangement|products|community|textile|limits|units|zealand|quotation|ciuts|agreement|will|admission|official|export|market,export,1,2,trading operation,MT 2016 trade,20 TRADE
EU_en_Pres1-50_4,securities|quantitative|textiles|authorities|arrangement|products|community|textile|limits|units|zealand|quotation|ciuts|agreement|will|admission|official|export|market,marketing,1,1,marketing,MT 2031 marketing,20 TRADE
EU_en_Pres1-50_5,directive|products|substances|product|annex|sea|medicinal|foodstuffs|acid|mediterranean|solution|health|laws|content|states|reagents|labelling|animal|water,directive,1,4,regulation,MT 1206 sources and branches of the law,12 LAW
EU_en_Pres1-50_5,directive|products|substances|product|annex|sea|medicinal|foodstuffs|acid|mediterranean|solution|health|laws|content|states|reagents|labelling|animal|water,production,1,1,production,MT 6406 production,"64 PRODUCTION, TECHNOLOGY AND RESEARCH"
EU_en_Pres1-50_5,directive|products|substances|product|annex|sea|medicinal|foodstuffs|acid|mediterranean|solution|health|laws|content|states|reagents|labelling|animal|water,production,1,1,production,MT 6406 production,"64 PRODUCTION, TECHNOLOGY AND RESEARCH"
EU_en_Pres1-50_5,directive|products|substances|product|annex|sea|medicinal|foodstuffs|acid|mediterranean|solution|health|laws|content|states|reagents|labelling|animal|water,sea,1,2,geophysical environment,MT 5211 natural environment,52 ENVIRONMENT
EU_en_Pres1-50_5,directive|products|substances|product|annex|sea|medicinal|foodstuffs|acid|mediterranean|solution|health|laws|content|states|reagents|labelling|animal|water,medicine,1,2,medical science,MT 2841 health,28 SOCIAL QUESTIONS
EU_en_Pres1-50_5,directive|products|substances|product|annex|sea|medicinal|foodstuffs|acid|mediterranean|solution|health|laws|content|states|reagents|labelling|animal|water,foodstuff,1,1,foodstuff,MT 6026 foodstuff,60 AGRI-FOODSTUFFS
EU_en_Pres1-50_5,directive|products|substances|product|annex|sea|medicinal|foodstuffs|acid|mediterranean|solution|health|laws|content|states|reagents|labelling|animal|water,acid,1,2,chemical compound,MT 6811 chemistry,68 INDUSTRY
EU_en_Pres1-50_5,directive|products|substances|product|annex|sea|medicinal|foodstuffs|acid|mediterranean|solution|health|laws|content|states|reagents|labelling|animal|water,Mediterranean,1,3,sea,MT 5211 natural environment,52 ENVIRONMENT
EU_en_Pres1-50_5,directive|products|substances|product|annex|sea|medicinal|foodstuffs|acid|mediterranean|solution|health|laws|content|states|reagents|labelling|animal|water,health,1,1,health,MT 2841 health,28 SOCIAL QUESTIONS
EU_en_Pres1-50_5,directive|products|substances|product|annex|sea|medicinal|foodstuffs|acid|mediterranean|solution|health|laws|content|states|reagents|labelling|animal|water,law,1,1,law,MT 1206 sources and branches of the law,12 LAW
EU_en_Pres1-50_5,directive|products|substances|product|annex|sea|medicinal|foodstuffs|acid|mediterranean|solution|health|laws|content|states|reagents|labelling|animal|water,State,1,1,State,MT 0406 political framework,04 POLITICS
EU_en_Pres1-50_5,directive|products|substances|product|annex|sea|medicinal|foodstuffs|acid|mediterranean|solution|health|laws|content|states|reagents|labelling|animal|water,labelling,1,2,preparation for market,MT 2031 marketing,20 TRADE
EU_en_Pres1-50_5,directive|products|substances|product|annex|sea|medicinal|foodstuffs|acid|mediterranean|solution|health|laws|content|states|reagents|labelling|animal|water,animism,1,2,religion,MT 2831 culture and religion,28 SOCIAL QUESTIONS
EU_en_Pres1-50_5,directive|products|substances|product|annex|sea|medicinal|foodstuffs|acid|mediterranean|solution|health|laws|content|states|reagents|labelling|animal|water,water,1,3,aquatic environment,MT 5211 natural environment,52 ENVIRONMENT
EU_en_Pres1-50_6,products|customs|weight|tariff|fruit|duties|ii|sugar|exceeding|falling|heading|common|content|net|duty|subheading|fresh|acid|oils,production,1,1,production,MT 6406 production,"64 PRODUCTION, TECHNOLOGY AND RESEARCH"
EU_en_Pres1-50_6,products|customs|weight|tariff|fruit|duties|ii|sugar|exceeding|falling|heading|common|content|net|duty|subheading|fresh|acid|oils,customs,1,2,customs regulations,MT 2011 tariff policy,20 TRADE
EU_en_Pres1-50_6,products|customs|weight|tariff|fruit|duties|ii|sugar|exceeding|falling|heading|common|content|net|duty|subheading|fresh|acid|oils,tariff,1,3,fixing of prices,MT 2451 prices,24 FINANCE
EU_en_Pres1-50_6,products|customs|weight|tariff|fruit|duties|ii|sugar|exceeding|falling|heading|common|content|net|duty|subheading|fresh|acid|oils,fruit,1,1,fruit,MT 6006 plant product,60 AGRI-FOODSTUFFS
EU_en_Pres1-50_6,products|customs|weight|tariff|fruit|duties|ii|sugar|exceeding|falling|heading|common|content|net|duty|subheading|fresh|acid|oils,sugar,1,1,sugar,MT 6021 beverages and sugar,60 AGRI-FOODSTUFFS
EU_en_Pres1-50_6,products|customs|weight|tariff|fruit|duties|ii|sugar|exceeding|falling|heading|common|content|net|duty|subheading|fresh|acid|oils,heading,1,3,information analysis,MT 3221 documentation,32 EDUCATION AND COMMUNICATIONS
EU_en_Pres1-50_6,products|customs|weight|tariff|fruit|duties|ii|sugar|exceeding|falling|heading|common|content|net|duty|subheading|fresh|acid|oils,acid,1,2,chemical compound,MT 6811 chemistry,68 INDUSTRY
EU_en_Pres1-50_6,products|customs|weight|tariff|fruit|duties|ii|sugar|exceeding|falling|heading|common|content|net|duty|subheading|fresh|acid|oils,sugar product,2,2,processed food product,MT 6026 foodstuff,60 AGRI-FOODSTUFFS
EU_en_Pres1-50_6,products|customs|weight|tariff|fruit|duties|ii|sugar|exceeding|falling|heading|common|content|net|duty|subheading|fresh|acid|oils,customs tariff,2,1,customs tariff,MT 2011 tariff policy,20 TRADE
EU_en_Pres1-50_7,tax|project|taxable|will|rate|amount|oil|services|taxation|system|supplies|production|excise|equipment|transactions|support|person|taxes|water,tax,1,1,tax,MT 2446 taxation,24 FINANCE
EU_en_Pres1-50_7,tax|project|taxable|will|rate|amount|oil|services|taxation|system|supplies|production|excise|equipment|transactions|support|person|taxes|water,will,1,3,transfer of property,MT 1211 civil law,12 LAW
EU_en_Pres1-50_7,tax|project|taxable|will|rate|amount|oil|services|taxation|system|supplies|production|excise|equipment|transactions|support|person|taxes|water,rates,1,2,tax on income,MT 2446 taxation,24 FINANCE
EU_en_Pres1-50_7,tax|project|taxable|will|rate|amount|oil|services|taxation|system|supplies|production|excise|equipment|transactions|support|person|taxes|water,service,1,2,goods and services,MT 2026 consumption,20 TRADE
EU_en_Pres1-50_7,tax|project|taxable|will|rate|amount|oil|services|taxation|system|supplies|production|excise|equipment|transactions|support|person|taxes|water,supply,1,1,supply,MT 2016 trade,20 TRADE
EU_en_Pres1-50_7,tax|project|taxable|will|rate|amount|oil|services|taxation|system|supplies|production|excise|equipment|transactions|support|person|taxes|water,production,1,1,production,MT 6406 production,"64 PRODUCTION, TECHNOLOGY AND RESEARCH"
EU_en_Pres1-50_7,tax|project|taxable|will|rate|amount|oil|services|taxation|system|supplies|production|excise|equipment|transactions|support|person|taxes|water,excision,1,2,social problem,MT 2826 social affairs,28 SOCIAL QUESTIONS
EU_en_Pres1-50_7,tax|project|taxable|will|rate|amount|oil|services|taxation|system|supplies|production|excise|equipment|transactions|support|person|taxes|water,personality,1,3,psychology,MT 3611 humanities,36 SCIENCE
EU_en_Pres1-50_7,tax|project|taxable|will|rate|amount|oil|services|taxation|system|supplies|production|excise|equipment|transactions|support|person|taxes|water,tax,1,1,tax,MT 2446 taxation,24 FINANCE
EU_en_Pres1-50_7,tax|project|taxable|will|rate|amount|oil|services|taxation|system|supplies|production|excise|equipment|transactions|support|person|taxes|water,water,1,3,aquatic environment,MT 5211 natural environment,52 ENVIRONMENT
EU_en_Pres1-50_8,including|products|heading|articles|machines|parts|apparatus|metal|falling|ii|example|kind|paper|machinery|rate|glass|materials|duty|description,production,1,1,production,MT 6406 production,"64 PRODUCTION, TECHNOLOGY AND RESEARCH"
EU_en_Pres1-50_8,including|products|heading|articles|machines|parts|apparatus|metal|falling|ii|example|kind|paper|machinery|rate|glass|materials|duty|description,heading,1,3,information analysis,MT 3221 documentation,32 EDUCATION AND COMMUNICATIONS
EU_en_Pres1-50_8,including|products|heading|articles|machines|parts|apparatus|metal|falling|ii|example|kind|paper|machinery|rate|glass|materials|duty|description,metals,1,1,metals,"MT 6816 iron, steel and other metal industries",68 INDUSTRY
EU_en_Pres1-50_8,including|products|heading|articles|machines|parts|apparatus|metal|falling|ii|example|kind|paper|machinery|rate|glass|materials|duty|description,paper,1,3,pulp and paper industry,MT 6836 wood industry,68 INDUSTRY
EU_en_Pres1-50_8,including|products|heading|articles|machines|parts|apparatus|metal|falling|ii|example|kind|paper|machinery|rate|glass|materials|duty|description,rates,1,2,tax on income,MT 2446 taxation,24 FINANCE
EU_en_Pres1-50_8,including|products|heading|articles|machines|parts|apparatus|metal|falling|ii|example|kind|paper|machinery|rate|glass|materials|duty|description,glass,1,3,glass industry,MT 6811 chemistry,68 INDUSTRY
EU_en_Pres1-50_9,product|vehicles|tha|produot|agreement|motor|froa|bureaux|territory|produota|republic|based|including|nr|produoto|fro|exceed|german|insurance,production,1,1,production,MT 6406 production,"64 PRODUCTION, TECHNOLOGY AND RESEARCH"
EU_en_Pres1-50_9,product|vehicles|tha|produot|agreement|motor|froa|bureaux|territory|produota|republic|based|including|nr|produoto|fro|exceed|german|insurance,vehicle,1,2,means of transport,MT 4811 organisation of transport,48 TRANSPORT
EU_en_Pres1-50_9,product|vehicles|tha|produot|agreement|motor|froa|bureaux|territory|produota|republic|based|including|nr|produoto|fro|exceed|german|insurance,agreement ,1,2,EU relations,MT 1016 European construction,10 EUROPEAN UNION
EU_en_Pres1-50_9,product|vehicles|tha|produot|agreement|motor|froa|bureaux|territory|produota|republic|based|including|nr|produoto|fro|exceed|german|insurance,territoriality,1,2,public international law,MT 1231 international law,12 LAW
EU_en_Pres1-50_9,product|vehicles|tha|produot|agreement|motor|froa|bureaux|territory|produota|republic|based|including|nr|produoto|fro|exceed|german|insurance,republic,1,2,political system,MT 0406 political framework,04 POLITICS
EU_en_Pres1-50_9,product|vehicles|tha|produot|agreement|motor|froa|bureaux|territory|produota|republic|based|including|nr|produoto|fro|exceed|german|insurance,Germany,1,2,Western Europe,MT 7206 Europe || MT 7231 economic geography || MT 7236 political geography,72 GEOGRAPHY
EU_en_Pres1-50_9,product|vehicles|tha|produot|agreement|motor|froa|bureaux|territory|produota|republic|based|including|nr|produoto|fro|exceed|german|insurance,insurance,1,1,insurance,MT 2431 insurance,24 FINANCE
EU_en_Pres1-50_10,contract|credit|contracts|insurer|amount|guarantee|payment|insured|grouping|export|loss|works|bank|commercial|buyer|terms|guarantees|third|number,contract,1,2,civil law,MT 1211 civil law,12 LAW
EU_en_Pres1-50_10,contract|credit|contracts|insurer|amount|guarantee|payment|insured|grouping|export|loss|works|bank|commercial|buyer|terms|guarantees|third|number,credit,1,1,credit,MT 2416 financial institutions and credit,24 FINANCE
EU_en_Pres1-50_10,contract|credit|contracts|insurer|amount|guarantee|payment|insured|grouping|export|loss|works|bank|commercial|buyer|terms|guarantees|third|number,contract,1,2,civil law,MT 1211 civil law,12 LAW
EU_en_Pres1-50_10,contract|credit|contracts|insurer|amount|guarantee|payment|insured|grouping|export|loss|works|bank|commercial|buyer|terms|guarantees|third|number,insurance,1,1,insurance,MT 2431 insurance,24 FINANCE
EU_en_Pres1-50_10,contract|credit|contracts|insurer|amount|guarantee|payment|insured|grouping|export|loss|works|bank|commercial|buyer|terms|guarantees|third|number,guarantee,1,3,contract,MT 1211 civil law,12 LAW
EU_en_Pres1-50_10,contract|credit|contracts|insurer|amount|guarantee|payment|insured|grouping|export|loss|works|bank|commercial|buyer|terms|guarantees|third|number,payment,1,2,management accounting,MT 4026 accounting,40 BUSINESS AND COMPETITION
EU_en_Pres1-50_10,contract|credit|contracts|insurer|amount|guarantee|payment|insured|grouping|export|loss|works|bank|commercial|buyer|terms|guarantees|third|number,insurance,1,1,insurance,MT 2431 insurance,24 FINANCE
EU_en_Pres1-50_10,contract|credit|contracts|insurer|amount|guarantee|payment|insured|grouping|export|loss|works|bank|commercial|buyer|terms|guarantees|third|number,group ,1,3,European Parliament,MT 1006 EU institutions and European civil service,10 EUROPEAN UNION
EU_en_Pres1-50_10,contract|credit|contracts|insurer|amount|guarantee|payment|insured|grouping|export|loss|works|bank|commercial|buyer|terms|guarantees|third|number,export,1,2,trading operation,MT 2016 trade,20 TRADE
EU_en_Pres1-50_10,contract|credit|contracts|insurer|amount|guarantee|payment|insured|grouping|export|loss|works|bank|commercial|buyer|terms|guarantees|third|number,loss,1,3,operating result,MT 4026 accounting,40 BUSINESS AND COMPETITION
EU_en_Pres1-50_10,contract|credit|contracts|insurer|amount|guarantee|payment|insured|grouping|export|loss|works|bank|commercial|buyer|terms|guarantees|third|number,work,1,1,work,MT 4416 organisation of work and working conditions,44 EMPLOYMENT AND WORKING CONDITIONS
EU_en_Pres1-50_10,contract|credit|contracts|insurer|amount|guarantee|payment|insured|grouping|export|loss|works|bank|commercial|buyer|terms|guarantees|third|number,banking,1,1,banking,MT 2416 financial institutions and credit,24 FINANCE
EU_en_Pres1-50_10,contract|credit|contracts|insurer|amount|guarantee|payment|insured|grouping|export|loss|works|bank|commercial|buyer|terms|guarantees|third|number,guarantee,1,3,contract,MT 1211 civil law,12 LAW
EU_en_Pres1-50_10,contract|credit|contracts|insurer|amount|guarantee|payment|insured|grouping|export|loss|works|bank|commercial|buyer|terms|guarantees|third|number,insurance contract,2,2,insurance,MT 2431 insurance,24 FINANCE
EU_en_Pres1-50_10,contract|credit|contracts|insurer|amount|guarantee|payment|insured|grouping|export|loss|works|bank|commercial|buyer|terms|guarantees|third|number,insurance contract,2,2,insurance,MT 2431 insurance,24 FINANCE
EU_en_Pres1-50_10,contract|credit|contracts|insurer|amount|guarantee|payment|insured|grouping|export|loss|works|bank|commercial|buyer|terms|guarantees|third|number,work contract,2,2,personnel administration,MT 4421 personnel management and staff remuneration,44 EMPLOYMENT AND WORKING CONDITIONS
EU_en_Pres1-50_10,contract|credit|contracts|insurer|amount|guarantee|payment|insured|grouping|export|loss|works|bank|commercial|buyer|terms|guarantees|third|number,contract terms,2,3,contract,MT 1211 civil law,12 LAW
EU_en_Pres1-50_10,contract|credit|contracts|insurer|amount|guarantee|payment|insured|grouping|export|loss|works|bank|commercial|buyer|terms|guarantees|third|number,credit insurance,2,2,insurance,MT 2431 insurance,24 FINANCE
EU_en_Pres1-50_11,agreement|community|european|trade|economic|products|republic|negotiations|imports|article|council|cooperation|parties|commission|agreements|government|will|countries|tariff,agreement ,1,2,EU relations,MT 1016 European construction,10 EUROPEAN UNION
EU_en_Pres1-50_11,agreement|community|european|trade|economic|products|republic|negotiations|imports|article|council|cooperation|parties|commission|agreements|government|will|countries|tariff,Europeanism,1,3,European integration,MT 1016 European construction,10 EUROPEAN UNION
EU_en_Pres1-50_11,agreement|community|european|trade|economic|products|republic|negotiations|imports|article|council|cooperation|parties|commission|agreements|government|will|countries|tariff,economics,1,2,social sciences,MT 3611 humanities,36 SCIENCE
EU_en_Pres1-50_11,agreement|community|european|trade|economic|products|republic|negotiations|imports|article|council|cooperation|parties|commission|agreements|government|will|countries|tariff,production,1,1,production,MT 6406 production,"64 PRODUCTION, TECHNOLOGY AND RESEARCH"
EU_en_Pres1-50_11,agreement|community|european|trade|economic|products|republic|negotiations|imports|article|council|cooperation|parties|commission|agreements|government|will|countries|tariff,republic,1,2,political system,MT 0406 political framework,04 POLITICS
EU_en_Pres1-50_11,agreement|community|european|trade|economic|products|republic|negotiations|imports|article|council|cooperation|parties|commission|agreements|government|will|countries|tariff,import,1,2,trading operation,MT 2016 trade,20 TRADE
EU_en_Pres1-50_11,agreement|community|european|trade|economic|products|republic|negotiations|imports|article|council|cooperation|parties|commission|agreements|government|will|countries|tariff,cooperative,1,2,organisation,MT 4016 legal form of organisations,40 BUSINESS AND COMPETITION
EU_en_Pres1-50_11,agreement|community|european|trade|economic|products|republic|negotiations|imports|article|council|cooperation|parties|commission|agreements|government|will|countries|tariff,agreement ,1,2,EU relations,MT 1016 European construction,10 EUROPEAN UNION
EU_en_Pres1-50_11,agreement|community|european|trade|economic|products|republic|negotiations|imports|article|council|cooperation|parties|commission|agreements|government|will|countries|tariff,government,1,2,executive body,MT 0436 executive power and public service,04 POLITICS
EU_en_Pres1-50_11,agreement|community|european|trade|economic|products|republic|negotiations|imports|article|council|cooperation|parties|commission|agreements|government|will|countries|tariff,will,1,3,transfer of property,MT 1211 civil law,12 LAW
EU_en_Pres1-50_11,agreement|community|european|trade|economic|products|republic|negotiations|imports|article|council|cooperation|parties|commission|agreements|government|will|countries|tariff,in country,2,4,euro area,MT 2406 monetary relations,24 FINANCE
EU_en_Pres1-50_11,agreement|community|european|trade|economic|products|republic|negotiations|imports|article|council|cooperation|parties|commission|agreements|government|will|countries|tariff,tariff,1,3,fixing of prices,MT 2451 prices,24 FINANCE
EU_en_Pres1-50_11,agreement|community|european|trade|economic|products|republic|negotiations|imports|article|council|cooperation|parties|commission|agreements|government|will|countries|tariff,trade agreement,2,2,trade relations,MT 2021 international trade,20 TRADE
EU_en_Pres1-50_11,agreement|community|european|trade|economic|products|republic|negotiations|imports|article|council|cooperation|parties|commission|agreements|government|will|countries|tariff,economic agreement,2,2,international agreement,MT 0806 international affairs,08 INTERNATIONAL RELATIONS
EU_en_Pres1-50_11,agreement|community|european|trade|economic|products|republic|negotiations|imports|article|council|cooperation|parties|commission|agreements|government|will|countries|tariff,producer's agreement,2,3,inter-company cooperation,MT 4006 business organisation,40 BUSINESS AND COMPETITION
EU_en_Pres1-50_11,agreement|community|european|trade|economic|products|republic|negotiations|imports|article|council|cooperation|parties|commission|agreements|government|will|countries|tariff,cooperation agreement,2,2,international agreement,MT 0806 international affairs,08 INTERNATIONAL RELATIONS
EU_en_Pres1-50_11,agreement|community|european|trade|economic|products|republic|negotiations|imports|article|council|cooperation|parties|commission|agreements|government|will|countries|tariff,tariff agreement,2,2,tariff policy,MT 2011 tariff policy,20 TRADE
EU_en_Pres1-50_11,agreement|community|european|trade|economic|products|republic|negotiations|imports|article|council|cooperation|parties|commission|agreements|government|will|countries|tariff,European Communities,2,1,European Communities,MT 1016 European construction,10 EUROPEAN UNION
EU_en_Pres1-50_12,contracting|party|parties|agreement|agent|operating|executive|committee|task|agency|will|participants|article|operation|energy|annex|paragraph|development|acting,contract,1,2,civil law,MT 1211 civil law,12 LAW
EU_en_Pres1-50_12,contracting|party|parties|agreement|agent|operating|executive|committee|task|agency|will|participants|article|operation|energy|annex|paragraph|development|acting,agreement ,1,2,EU relations,MT 1016 European construction,10 EUROPEAN UNION
EU_en_Pres1-50_12,contracting|party|parties|agreement|agent|operating|executive|committee|task|agency|will|participants|article|operation|energy|annex|paragraph|development|acting,executive,1,2,socioprofessional category,MT 4411 labour market,44 EMPLOYMENT AND WORKING CONDITIONS
EU_en_Pres1-50_12,contracting|party|parties|agreement|agent|operating|executive|committee|task|agency|will|participants|article|operation|energy|annex|paragraph|development|acting,committee ,1,2,EU office or agency,MT 1006 EU institutions and European civil service,10 EUROPEAN UNION
EU_en_Pres1-50_12,contracting|party|parties|agreement|agent|operating|executive|committee|task|agency|will|participants|article|operation|energy|annex|paragraph|development|acting,will,1,3,transfer of property,MT 1211 civil law,12 LAW
EU_en_Pres1-50_13,test|gas|pressure|directive|equipment|water|appliance|type|tests|measuring|inspection|requirements|appliances|conditions|carried|eec|temperature|device|approval,testing,1,3,product design,MT 6411 technology and technical regulations,"64 PRODUCTION, TECHNOLOGY AND RESEARCH"
EU_en_Pres1-50_13,test|gas|pressure|directive|equipment|water|appliance|type|tests|measuring|inspection|requirements|appliances|conditions|carried|eec|temperature|device|approval,gas,1,3,fuel,MT 6606 energy policy,66 ENERGY
EU_en_Pres1-50_13,test|gas|pressure|directive|equipment|water|appliance|type|tests|measuring|inspection|requirements|appliances|conditions|carried|eec|temperature|device|approval,directive,1,4,regulation,MT 1206 sources and branches of the law,12 LAW
EU_en_Pres1-50_13,test|gas|pressure|directive|equipment|water|appliance|type|tests|measuring|inspection|requirements|appliances|conditions|carried|eec|temperature|device|approval,water,1,3,aquatic environment,MT 5211 natural environment,52 ENVIRONMENT
EU_en_Pres1-50_13,test|gas|pressure|directive|equipment|water|appliance|type|tests|measuring|inspection|requirements|appliances|conditions|carried|eec|temperature|device|approval,testing,1,3,product design,MT 6411 technology and technical regulations,"64 PRODUCTION, TECHNOLOGY AND RESEARCH"
EU_en_Pres1-50_13,test|gas|pressure|directive|equipment|water|appliance|type|tests|measuring|inspection|requirements|appliances|conditions|carried|eec|temperature|device|approval,EEC,1,2,European Communities,MT 1016 European construction,10 EUROPEAN UNION
EU_en_Pres1-50_13,test|gas|pressure|directive|equipment|water|appliance|type|tests|measuring|inspection|requirements|appliances|conditions|carried|eec|temperature|device|approval,approval,1,3,standardisation,MT 6411 technology and technical regulations,"64 PRODUCTION, TECHNOLOGY AND RESEARCH"
EU_en_Pres1-50_14,increase|community|production|countries|prices|year|situation|will|market|world|total|level|price|increased|consumption|imports|demand|sector|years,production,1,1,production,MT 6406 production,"64 PRODUCTION, TECHNOLOGY AND RESEARCH"
