doc_num,Nom du fichier,year,Taille (Ko),Dossier et nom
17764,1974_0190_COM_1974_1190_XM_PACKAGE.txt,1974,52.005859375,H:\Corpus_commission\txt_files\1974_0190_COM_1974_1190_XM_PACKAGE.txt
17765,1974_0190_COM_1974_1191_XM_PACKAGE.txt,1974,67.6845703125,H:\Corpus_commission\txt_files\1974_0190_COM_1974_1191_XM_PACKAGE.txt
17766,1974_0190_COM_1974_1193_XM_PACKAGE.txt,1974,68.884765625,H:\Corpus_commission\txt_files\1974_0190_COM_1974_1193_XM_PACKAGE.txt
17767,1974_0190_COM_1974_1194_XM_PACKAGE.txt,1974,17.7099609375,H:\Corpus_commission\txt_files\1974_0190_COM_1974_1194_XM_PACKAGE.txt
17768,1974_0190_COM_1974_1195_XM_PACKAGE.txt,1974,41.0078125,H:\Corpus_commission\txt_files\1974_0190_COM_1974_1195_XM_PACKAGE.txt
17769,1974_0191_COM_1974_1196_XM_PACKAGE.txt,1974,61.6455078125,H:\Corpus_commission\txt_files\1974_0191_COM_1974_1196_XM_PACKAGE.txt
17770,1974_0191_COM_1974_1197_XM_PACKAGE.txt,1974,92.609375,H:\Corpus_commission\txt_files\1974_0191_COM_1974_1197_XM_PACKAGE.txt
17771,1974_0191_COM_1974_1198_XM_PACKAGE.txt,1974,40.828125,H:\Corpus_commission\txt_files\1974_0191_COM_1974_1198_XM_PACKAGE.txt
17772,1974_0191_COM_1974_1199_XM_PACKAGE.txt,1974,53.06640625,H:\Corpus_commission\txt_files\1974_0191_COM_1974_1199_XM_PACKAGE.txt
17773,1974_0191_COM_1974_1200_XM_PACKAGE.txt,1974,421.3681640625,H:\Corpus_commission\txt_files\1974_0191_COM_1974_1200_XM_PACKAGE.txt
17774,1974_0192_COM_1974_1201_XM_PACKAGE.txt,1974,117.5439453125,H:\Corpus_commission\txt_files\1974_0192_COM_1974_1201_XM_PACKAGE.txt
17775,1974_0192_COM_1974_1202_XM_PACKAGE.txt,1974,65.9130859375,H:\Corpus_commission\txt_files\1974_0192_COM_1974_1202_XM_PACKAGE.txt
17776,1974_0192_COM_1974_1203_XM_PACKAGE.txt,1974,72.875,H:\Corpus_commission\txt_files\1974_0192_COM_1974_1203_XM_PACKAGE.txt
17777,1974_0192_COM_1974_1204_XM_PACKAGE.txt,1974,150.583984375,H:\Corpus_commission\txt_files\1974_0192_COM_1974_1204_XM_PACKAGE.txt
17778,1974_0193_COM_1974_1205_XM_PACKAGE.txt,1974,628.0576171875,H:\Corpus_commission\txt_files\1974_0193_COM_1974_1205_XM_PACKAGE.txt
17779,1974_0193_COM_1974_1206_XM_PACKAGE.txt,1974,47.927734375,H:\Corpus_commission\txt_files\1974_0193_COM_1974_1206_XM_PACKAGE.txt
17780,1974_0193_COM_1974_1207_XM_PACKAGE.txt,1974,64.953125,H:\Corpus_commission\txt_files\1974_0193_COM_1974_1207_XM_PACKAGE.txt
17781,1974_0193_COM_1974_1208_XM_PACKAGE.txt,1974,32.8056640625,H:\Corpus_commission\txt_files\1974_0193_COM_1974_1208_XM_PACKAGE.txt
17782,1974_0194_COM_1974_1209_XM_PACKAGE.txt,1974,135.7880859375,H:\Corpus_commission\txt_files\1974_0194_COM_1974_1209_XM_PACKAGE.txt
17783,1974_0194_COM_1974_1210_XM_PACKAGE.txt,1974,54.6240234375,H:\Corpus_commission\txt_files\1974_0194_COM_1974_1210_XM_PACKAGE.txt
17784,1974_0194_COM_1974_1211_XM_PACKAGE.txt,1974,8.1767578125,H:\Corpus_commission\txt_files\1974_0194_COM_1974_1211_XM_PACKAGE.txt
17785,1974_0194_COM_1974_1212_XM_PACKAGE.txt,1974,54.11328125,H:\Corpus_commission\txt_files\1974_0194_COM_1974_1212_XM_PACKAGE.txt
17786,1974_0194_COM_1974_1213_XM_PACKAGE.txt,1974,104.75390625,H:\Corpus_commission\txt_files\1974_0194_COM_1974_1213_XM_PACKAGE.txt
17787,1974_0194_COM_1974_1214_XM_PACKAGE.txt,1974,68.81640625,H:\Corpus_commission\txt_files\1974_0194_COM_1974_1214_XM_PACKAGE.txt
17788,1974_0195_COM_1974_1215_XM_PACKAGE.txt,1974,107.705078125,H:\Corpus_commission\txt_files\1974_0195_COM_1974_1215_XM_PACKAGE.txt
17789,1974_0195_COM_1974_1216_XM_PACKAGE.txt,1974,104.8798828125,H:\Corpus_commission\txt_files\1974_0195_COM_1974_1216_XM_PACKAGE.txt
17790,1974_0195_COM_1974_1217_XM_PACKAGE.txt,1974,82.3759765625,H:\Corpus_commission\txt_files\1974_0195_COM_1974_1217_XM_PACKAGE.txt
17791,1974_0195_COM_1974_1218_XM_PACKAGE.txt,1974,73.310546875,H:\Corpus_commission\txt_files\1974_0195_COM_1974_1218_XM_PACKAGE.txt
17792,1974_0195_COM_1974_1219_XM_PACKAGE.txt,1974,22.677734375,H:\Corpus_commission\txt_files\1974_0195_COM_1974_1219_XM_PACKAGE.txt
17793,1974_0195_COM_1974_1220_XM_PACKAGE.txt,1974,113.65234375,H:\Corpus_commission\txt_files\1974_0195_COM_1974_1220_XM_PACKAGE.txt
17794,1974_0196_COM_1974_1221_XM_PACKAGE.txt,1974,112.787109375,H:\Corpus_commission\txt_files\1974_0196_COM_1974_1221_XM_PACKAGE.txt
17795,1974_0196_COM_1974_1222_XM_PACKAGE.txt,1974,39.9033203125,H:\Corpus_commission\txt_files\1974_0196_COM_1974_1222_XM_PACKAGE.txt
17796,1974_0196_COM_1974_1223_XM_PACKAGE.txt,1974,99.7138671875,H:\Corpus_commission\txt_files\1974_0196_COM_1974_1223_XM_PACKAGE.txt
17797,1974_0196_COM_1974_1224_XM_PACKAGE.txt,1974,110.8134765625,H:\Corpus_commission\txt_files\1974_0196_COM_1974_1224_XM_PACKAGE.txt
17798,1974_0197_COM_1974_1225_XM_PACKAGE.txt,1974,30.8955078125,H:\Corpus_commission\txt_files\1974_0197_COM_1974_1225_XM_PACKAGE.txt
17799,1974_0197_COM_1974_1226_XM_PACKAGE.txt,1974,53.7080078125,H:\Corpus_commission\txt_files\1974_0197_COM_1974_1226_XM_PACKAGE.txt
17800,1974_0197_COM_1974_1228_XM_PACKAGE.txt,1974,117.4599609375,H:\Corpus_commission\txt_files\1974_0197_COM_1974_1228_XM_PACKAGE.txt
17801,1974_0197_COM_1974_1229_XM_PACKAGE.txt,1974,115.6767578125,H:\Corpus_commission\txt_files\1974_0197_COM_1974_1229_XM_PACKAGE.txt
17802,1974_0197_COM_1974_1230_XM_PACKAGE.txt,1974,68.5654296875,H:\Corpus_commission\txt_files\1974_0197_COM_1974_1230_XM_PACKAGE.txt
17803,1974_0197_COM_1974_1231_XM_PACKAGE.txt,1974,104.201171875,H:\Corpus_commission\txt_files\1974_0197_COM_1974_1231_XM_PACKAGE.txt
17804,1974_0198_COM_1974_1232_XM_PACKAGE.txt,1974,14.3486328125,H:\Corpus_commission\txt_files\1974_0198_COM_1974_1232_XM_PACKAGE.txt
17805,1974_0198_COM_1974_1233_XM_PACKAGE.txt,1974,21.69140625,H:\Corpus_commission\txt_files\1974_0198_COM_1974_1233_XM_PACKAGE.txt
17806,1974_0198_COM_1974_1234_XM_PACKAGE.txt,1974,256.810546875,H:\Corpus_commission\txt_files\1974_0198_COM_1974_1234_XM_PACKAGE.txt
17807,1974_0198_COM_1974_1235_XM_PACKAGE.txt,1974,153.259765625,H:\Corpus_commission\txt_files\1974_0198_COM_1974_1235_XM_PACKAGE.txt
17808,1974_0198_COM_1974_1236_XM_PACKAGE.txt,1974,18.5830078125,H:\Corpus_commission\txt_files\1974_0198_COM_1974_1236_XM_PACKAGE.txt
17809,1974_0198_COM_1974_1237_XM_PACKAGE.txt,1974,5.8271484375,H:\Corpus_commission\txt_files\1974_0198_COM_1974_1237_XM_PACKAGE.txt
17810,1974_0198_COM_1974_1238_XM_PACKAGE.txt,1974,5.2900390625,H:\Corpus_commission\txt_files\1974_0198_COM_1974_1238_XM_PACKAGE.txt
17811,1974_0198_COM_1974_1239_XM_PACKAGE.txt,1974,6.5703125,H:\Corpus_commission\txt_files\1974_0198_COM_1974_1239_XM_PACKAGE.txt
17812,1974_0198_COM_1974_1240_XM_PACKAGE.txt,1974,41.3046875,H:\Corpus_commission\txt_files\1974_0198_COM_1974_1240_XM_PACKAGE.txt
17813,1974_0198_COM_1974_1241_XM_PACKAGE.txt,1974,36.37109375,H:\Corpus_commission\txt_files\1974_0198_COM_1974_1241_XM_PACKAGE.txt
17814,1974_0199_COM_1974_1242_XM_PACKAGE.txt,1974,17.18359375,H:\Corpus_commission\txt_files\1974_0199_COM_1974_1242_XM_PACKAGE.txt
17815,1974_0199_COM_1974_1243_XM_PACKAGE.txt,1974,74.4521484375,H:\Corpus_commission\txt_files\1974_0199_COM_1974_1243_XM_PACKAGE.txt
17816,1974_0199_COM_1974_1244_XM_PACKAGE.txt,1974,6.087890625,H:\Corpus_commission\txt_files\1974_0199_COM_1974_1244_XM_PACKAGE.txt
17817,1974_0199_COM_1974_1245_XM_PACKAGE.txt,1974,23.078125,H:\Corpus_commission\txt_files\1974_0199_COM_1974_1245_XM_PACKAGE.txt
17818,1974_0199_COM_1974_1246_XM_PACKAGE.txt,1974,105.349609375,H:\Corpus_commission\txt_files\1974_0199_COM_1974_1246_XM_PACKAGE.txt
17819,1974_0199_COM_1974_1247_XM_PACKAGE.txt,1974,70.998046875,H:\Corpus_commission\txt_files\1974_0199_COM_1974_1247_XM_PACKAGE.txt
17820,1974_0199_COM_1974_1248_XM_PACKAGE.txt,1974,32.6923828125,H:\Corpus_commission\txt_files\1974_0199_COM_1974_1248_XM_PACKAGE.txt
17821,1974_0200_COM_1974_1249_XM_PACKAGE.txt,1974,35.619140625,H:\Corpus_commission\txt_files\1974_0200_COM_1974_1249_XM_PACKAGE.txt
17822,1974_0200_COM_1974_1250_XM_PACKAGE.txt,1974,39.30859375,H:\Corpus_commission\txt_files\1974_0200_COM_1974_1250_XM_PACKAGE.txt
17823,1974_0200_COM_1974_1251_XM_PACKAGE.txt,1974,16.56640625,H:\Corpus_commission\txt_files\1974_0200_COM_1974_1251_XM_PACKAGE.txt
17824,1974_0200_COM_1974_1252_XM_PACKAGE.txt,1974,49.2177734375,H:\Corpus_commission\txt_files\1974_0200_COM_1974_1252_XM_PACKAGE.txt
17825,1974_0200_COM_1974_1253_XM_PACKAGE.txt,1974,99.8076171875,H:\Corpus_commission\txt_files\1974_0200_COM_1974_1253_XM_PACKAGE.txt
17826,1974_0200_COM_1974_1255_XM_PACKAGE.txt,1974,5.65234375,H:\Corpus_commission\txt_files\1974_0200_COM_1974_1255_XM_PACKAGE.txt
17827,1974_0200_COM_1974_1256_XM_PACKAGE.txt,1974,162.1259765625,H:\Corpus_commission\txt_files\1974_0200_COM_1974_1256_XM_PACKAGE.txt
17828,1974_0201_COM_1974_1257_XM_PACKAGE 1.txt,1974,29.083984375,H:\Corpus_commission\txt_files\1974_0201_COM_1974_1257_XM_PACKAGE 1.txt
17829,1974_0201_COM_1974_1257_XM_PACKAGE.txt,1974,29.083984375,H:\Corpus_commission\txt_files\1974_0201_COM_1974_1257_XM_PACKAGE.txt
17830,1974_0201_COM_1974_1258_XM_PACKAGE 1.txt,1974,41.3056640625,H:\Corpus_commission\txt_files\1974_0201_COM_1974_1258_XM_PACKAGE 1.txt
17831,1974_0201_COM_1974_1258_XM_PACKAGE.txt,1974,41.3056640625,H:\Corpus_commission\txt_files\1974_0201_COM_1974_1258_XM_PACKAGE.txt
17832,1974_0201_COM_1974_1260_XM_PACKAGE 1.txt,1974,53.7470703125,H:\Corpus_commission\txt_files\1974_0201_COM_1974_1260_XM_PACKAGE 1.txt
17833,1974_0201_COM_1974_1260_XM_PACKAGE.txt,1974,53.7470703125,H:\Corpus_commission\txt_files\1974_0201_COM_1974_1260_XM_PACKAGE.txt
17834,1974_0201_COM_1974_1261_XM_PACKAGE 1.txt,1974,41.705078125,H:\Corpus_commission\txt_files\1974_0201_COM_1974_1261_XM_PACKAGE 1.txt
17835,1974_0201_COM_1974_1261_XM_PACKAGE.txt,1974,41.705078125,H:\Corpus_commission\txt_files\1974_0201_COM_1974_1261_XM_PACKAGE.txt
17836,1974_0201_COM_1974_1262_XM_PACKAGE 1.txt,1974,57.71484375,H:\Corpus_commission\txt_files\1974_0201_COM_1974_1262_XM_PACKAGE 1.txt
17837,1974_0201_COM_1974_1262_XM_PACKAGE.txt,1974,57.71484375,H:\Corpus_commission\txt_files\1974_0201_COM_1974_1262_XM_PACKAGE.txt
17838,1974_0201_COM_1974_1263_XM_PACKAGE 1.txt,1974,15.66015625,H:\Corpus_commission\txt_files\1974_0201_COM_1974_1263_XM_PACKAGE 1.txt
17839,1974_0201_COM_1974_1263_XM_PACKAGE.txt,1974,15.66015625,H:\Corpus_commission\txt_files\1974_0201_COM_1974_1263_XM_PACKAGE.txt
17840,1974_0202_COM_1974_1264_XM_PACKAGE.txt,1974,79.244140625,H:\Corpus_commission\txt_files\1974_0202_COM_1974_1264_XM_PACKAGE.txt
17841,1974_0202_COM_1974_1265_XM_PACKAGE.txt,1974,19.0498046875,H:\Corpus_commission\txt_files\1974_0202_COM_1974_1265_XM_PACKAGE.txt
17842,1974_0202_COM_1974_1266_XM_PACKAGE.txt,1974,28.9892578125,H:\Corpus_commission\txt_files\1974_0202_COM_1974_1266_XM_PACKAGE.txt
17843,1974_0202_COM_1974_1267_XM_PACKAGE.txt,1974,27.8837890625,H:\Corpus_commission\txt_files\1974_0202_COM_1974_1267_XM_PACKAGE.txt
17844,1974_0202_COM_1974_1268_XM_PACKAGE.txt,1974,27.3310546875,H:\Corpus_commission\txt_files\1974_0202_COM_1974_1268_XM_PACKAGE.txt
17845,1974_0202_COM_1974_1269_XM_PACKAGE.txt,1974,31.4306640625,H:\Corpus_commission\txt_files\1974_0202_COM_1974_1269_XM_PACKAGE.txt
17846,1974_0202_COM_1974_1270_XM_PACKAGE.txt,1974,20.23046875,H:\Corpus_commission\txt_files\1974_0202_COM_1974_1270_XM_PACKAGE.txt
17847,1974_0205_COM_1974_1281_XM_PACKAGE.txt,1974,46.115234375,H:\Corpus_commission\txt_files\1974_0205_COM_1974_1281_XM_PACKAGE.txt
17848,1974_0205_COM_1974_1282_XM_PACKAGE.txt,1974,34.712890625,H:\Corpus_commission\txt_files\1974_0205_COM_1974_1282_XM_PACKAGE.txt
17849,1974_0205_COM_1974_1283_XM_PACKAGE.txt,1974,11.6640625,H:\Corpus_commission\txt_files\1974_0205_COM_1974_1283_XM_PACKAGE.txt
17850,1974_0205_COM_1974_1284_XM_PACKAGE.txt,1974,17.1455078125,H:\Corpus_commission\txt_files\1974_0205_COM_1974_1284_XM_PACKAGE.txt
17851,1974_0205_COM_1974_1285_XM_PACKAGE.txt,1974,15.1142578125,H:\Corpus_commission\txt_files\1974_0205_COM_1974_1285_XM_PACKAGE.txt
17852,1974_0205_COM_1974_1286_XM_PACKAGE.txt,1974,6.642578125,H:\Corpus_commission\txt_files\1974_0205_COM_1974_1286_XM_PACKAGE.txt
17853,1974_0205_COM_1974_1287_XM_PACKAGE.txt,1974,30.373046875,H:\Corpus_commission\txt_files\1974_0205_COM_1974_1287_XM_PACKAGE.txt
17854,1974_0205_COM_1974_1288_XM_PACKAGE.txt,1974,20.46875,H:\Corpus_commission\txt_files\1974_0205_COM_1974_1288_XM_PACKAGE.txt
17855,1974_0205_COM_1974_1289_XM_PACKAGE.txt,1974,32.4130859375,H:\Corpus_commission\txt_files\1974_0205_COM_1974_1289_XM_PACKAGE.txt
17856,1974_0205_COM_1974_1290_XM_PACKAGE.txt,1974,31.11328125,H:\Corpus_commission\txt_files\1974_0205_COM_1974_1290_XM_PACKAGE.txt
17857,1974_0205_COM_1974_1291_XM_PACKAGE.txt,1974,24.037109375,H:\Corpus_commission\txt_files\1974_0205_COM_1974_1291_XM_PACKAGE.txt
17858,1974_0205_COM_1974_1292_XM_PACKAGE.txt,1974,57.9501953125,H:\Corpus_commission\txt_files\1974_0205_COM_1974_1292_XM_PACKAGE.txt
17859,1974_0205_COM_1974_1293_XM_PACKAGE.txt,1974,148.22265625,H:\Corpus_commission\txt_files\1974_0205_COM_1974_1293_XM_PACKAGE.txt
17860,1974_0206_COM_1974_1294_XM_PACKAGE.txt,1974,25.4697265625,H:\Corpus_commission\txt_files\1974_0206_COM_1974_1294_XM_PACKAGE.txt
17861,1974_0206_COM_1974_1295_XM_PACKAGE.txt,1974,16.078125,H:\Corpus_commission\txt_files\1974_0206_COM_1974_1295_XM_PACKAGE.txt
17862,1974_0206_COM_1974_1296_XM_PACKAGE.txt,1974,25.9072265625,H:\Corpus_commission\txt_files\1974_0206_COM_1974_1296_XM_PACKAGE.txt
17863,1974_0206_COM_1974_1297_XM_PACKAGE.txt,1974,160.3505859375,H:\Corpus_commission\txt_files\1974_0206_COM_1974_1297_XM_PACKAGE.txt
17864,1974_0206_COM_1974_1298_XM_PACKAGE.txt,1974,38.1474609375,H:\Corpus_commission\txt_files\1974_0206_COM_1974_1298_XM_PACKAGE.txt
17865,1974_0206_COM_1974_1299_XM_PACKAGE.txt,1974,73.216796875,H:\Corpus_commission\txt_files\1974_0206_COM_1974_1299_XM_PACKAGE.txt
17866,1974_0207_COM_1974_1300_XM_PACKAGE.txt,1974,558.6611328125,H:\Corpus_commission\txt_files\1974_0207_COM_1974_1300_XM_PACKAGE.txt
17867,1974_0208_COM_1974_1300_XM_PACKAGE.txt,1974,476.095703125,H:\Corpus_commission\txt_files\1974_0208_COM_1974_1300_XM_PACKAGE.txt
17868,1974_0209_COM_1974_1300_XM_PACKAGE.txt,1974,452.1533203125,H:\Corpus_commission\txt_files\1974_0209_COM_1974_1300_XM_PACKAGE.txt
17869,1974_0210_COM_1974_1300_XM_PACKAGE.txt,1974,1013.26953125,H:\Corpus_commission\txt_files\1974_0210_COM_1974_1300_XM_PACKAGE.txt
17870,1974_0211_COM_1974_1300_XM_PACKAGE.txt,1974,635.19140625,H:\Corpus_commission\txt_files\1974_0211_COM_1974_1300_XM_PACKAGE.txt
17871,1974_0212_COM_1974_1300_XM_PACKAGE.txt,1974,531.0068359375,H:\Corpus_commission\txt_files\1974_0212_COM_1974_1300_XM_PACKAGE.txt
17872,1974_0213_COM_1974_1300_XM_PACKAGE.txt,1974,524.431640625,H:\Corpus_commission\txt_files\1974_0213_COM_1974_1300_XM_PACKAGE.txt
17873,1974_0214_COM_1974_1300_XM_PACKAGE.txt,1974,496.15625,H:\Corpus_commission\txt_files\1974_0214_COM_1974_1300_XM_PACKAGE.txt
17874,1974_0215_COM_1974_1300_XM_PACKAGE.txt,1974,742.5322265625,H:\Corpus_commission\txt_files\1974_0215_COM_1974_1300_XM_PACKAGE.txt
17875,1974_0216_COM_1974_1300_XM_PACKAGE.txt,1974,721.072265625,H:\Corpus_commission\txt_files\1974_0216_COM_1974_1300_XM_PACKAGE.txt
17876,1974_0217_COM_1974_1300_XM_PACKAGE.txt,1974,556.0791015625,H:\Corpus_commission\txt_files\1974_0217_COM_1974_1300_XM_PACKAGE.txt
17877,1974_0218_COM_1974_1300_XM_PACKAGE.txt,1974,558.962890625,H:\Corpus_commission\txt_files\1974_0218_COM_1974_1300_XM_PACKAGE.txt
17878,1974_0219_COM_1974_1300_XM_PACKAGE.txt,1974,737.99609375,H:\Corpus_commission\txt_files\1974_0219_COM_1974_1300_XM_PACKAGE.txt
17879,1974_0220_COM_1974_1300_XM_PACKAGE.txt,1974,721.39453125,H:\Corpus_commission\txt_files\1974_0220_COM_1974_1300_XM_PACKAGE.txt
17880,1974_0221_COM_1974_1300_XM_PACKAGE.txt,1974,482.5595703125,H:\Corpus_commission\txt_files\1974_0221_COM_1974_1300_XM_PACKAGE.txt
17881,1974_0222_COM_1974_1300_XM_PACKAGE.txt,1974,472.6640625,H:\Corpus_commission\txt_files\1974_0222_COM_1974_1300_XM_PACKAGE.txt
17882,1974_0223_COM_1974_1300_XM_PACKAGE.txt,1974,449.87890625,H:\Corpus_commission\txt_files\1974_0223_COM_1974_1300_XM_PACKAGE.txt
17883,1974_0224_COM_1974_1300_XM_PACKAGE.txt,1974,446.7978515625,H:\Corpus_commission\txt_files\1974_0224_COM_1974_1300_XM_PACKAGE.txt
17884,1974_0225_COM_1974_1301_XM_PACKAGE.txt,1974,84.1298828125,H:\Corpus_commission\txt_files\1974_0225_COM_1974_1301_XM_PACKAGE.txt
17885,1974_0225_COM_1974_1302_XM_PACKAGE.txt,1974,218.3095703125,H:\Corpus_commission\txt_files\1974_0225_COM_1974_1302_XM_PACKAGE.txt
17886,1974_0225_COM_1974_1304_XM_PACKAGE.txt,1974,137.501953125,H:\Corpus_commission\txt_files\1974_0225_COM_1974_1304_XM_PACKAGE.txt
17887,1974_0225_COM_1974_1305_XM_PACKAGE.txt,1974,26.0869140625,H:\Corpus_commission\txt_files\1974_0225_COM_1974_1305_XM_PACKAGE.txt
17888,1974_0225_COM_1974_1306_XM_PACKAGE.txt,1974,35.7724609375,H:\Corpus_commission\txt_files\1974_0225_COM_1974_1306_XM_PACKAGE.txt
17889,1974_0225_COM_1974_1307_XM_PACKAGE.txt,1974,64.3349609375,H:\Corpus_commission\txt_files\1974_0225_COM_1974_1307_XM_PACKAGE.txt
17890,1974_0225_COM_1974_1308_XM_PACKAGE.txt,1974,20.0400390625,H:\Corpus_commission\txt_files\1974_0225_COM_1974_1308_XM_PACKAGE.txt
17891,1974_0225_COM_1974_1309_XM_PACKAGE.txt,1974,19.1669921875,H:\Corpus_commission\txt_files\1974_0225_COM_1974_1309_XM_PACKAGE.txt
17892,1974_0225_COM_1974_1310_XM_PACKAGE.txt,1974,20.787109375,H:\Corpus_commission\txt_files\1974_0225_COM_1974_1310_XM_PACKAGE.txt
17893,1974_0225_COM_1974_1311_XM_PACKAGE.txt,1974,6.5224609375,H:\Corpus_commission\txt_files\1974_0225_COM_1974_1311_XM_PACKAGE.txt
17894,1974_0225_COM_1974_1312_XM_PACKAGE.txt,1974,4.98046875,H:\Corpus_commission\txt_files\1974_0225_COM_1974_1312_XM_PACKAGE.txt
17895,1974_0225_COM_1974_1313_XM_PACKAGE.txt,1974,3.974609375,H:\Corpus_commission\txt_files\1974_0225_COM_1974_1313_XM_PACKAGE.txt
17896,1974_0226_COM_1974_1314_XM_PACKAGE.txt,1974,26.3388671875,H:\Corpus_commission\txt_files\1974_0226_COM_1974_1314_XM_PACKAGE.txt
17897,1974_0226_COM_1974_1315_XM_PACKAGE.txt,1974,35.654296875,H:\Corpus_commission\txt_files\1974_0226_COM_1974_1315_XM_PACKAGE.txt
17898,1974_0226_COM_1974_1316_XM_PACKAGE.txt,1974,114.783203125,H:\Corpus_commission\txt_files\1974_0226_COM_1974_1316_XM_PACKAGE.txt
17899,1974_0226_COM_1974_1317_XM_PACKAGE.txt,1974,6.6728515625,H:\Corpus_commission\txt_files\1974_0226_COM_1974_1317_XM_PACKAGE.txt
17900,1974_0226_COM_1974_1318_XM_PACKAGE.txt,1974,6.77734375,H:\Corpus_commission\txt_files\1974_0226_COM_1974_1318_XM_PACKAGE.txt
17901,1974_0226_COM_1974_1319_XM_PACKAGE.txt,1974,64.2353515625,H:\Corpus_commission\txt_files\1974_0226_COM_1974_1319_XM_PACKAGE.txt
17902,1974_0226_COM_1974_1320_XM_PACKAGE.txt,1974,23.0537109375,H:\Corpus_commission\txt_files\1974_0226_COM_1974_1320_XM_PACKAGE.txt
17903,1974_0226_COM_1974_1321_XM_PACKAGE.txt,1974,17.533203125,H:\Corpus_commission\txt_files\1974_0226_COM_1974_1321_XM_PACKAGE.txt
17904,1974_0226_COM_1974_1322_XM_PACKAGE.txt,1974,22.95703125,H:\Corpus_commission\txt_files\1974_0226_COM_1974_1322_XM_PACKAGE.txt
17905,1974_0226_COM_1974_1323_XM_PACKAGE.txt,1974,5.087890625,H:\Corpus_commission\txt_files\1974_0226_COM_1974_1323_XM_PACKAGE.txt
17906,1974_0226_COM_1974_1324_XM_PACKAGE.txt,1974,5.6962890625,H:\Corpus_commission\txt_files\1974_0226_COM_1974_1324_XM_PACKAGE.txt
17907,1974_0226_COM_1974_1325_XM_PACKAGE.txt,1974,5.697265625,H:\Corpus_commission\txt_files\1974_0226_COM_1974_1325_XM_PACKAGE.txt
17908,1974_0226_COM_1974_1326_XM_PACKAGE.txt,1974,28.4306640625,H:\Corpus_commission\txt_files\1974_0226_COM_1974_1326_XM_PACKAGE.txt
17909,1974_0226_COM_1974_1327_XM_PACKAGE.txt,1974,28.0615234375,H:\Corpus_commission\txt_files\1974_0226_COM_1974_1327_XM_PACKAGE.txt
17910,1974_0226_COM_1974_1328_XM_PACKAGE.txt,1974,5.3662109375,H:\Corpus_commission\txt_files\1974_0226_COM_1974_1328_XM_PACKAGE.txt
17911,1974_0226_COM_1974_1329_XM_PACKAGE.txt,1974,6.556640625,H:\Corpus_commission\txt_files\1974_0226_COM_1974_1329_XM_PACKAGE.txt
17912,1974_0226_COM_1974_1330_XM_PACKAGE.txt,1974,11.0322265625,H:\Corpus_commission\txt_files\1974_0226_COM_1974_1330_XM_PACKAGE.txt
17913,1974_0226_COM_1974_1331_XM_PACKAGE.txt,1974,8.490234375,H:\Corpus_commission\txt_files\1974_0226_COM_1974_1331_XM_PACKAGE.txt
17914,1974_0226_COM_1974_1332_XM_PACKAGE.txt,1974,43.646484375,H:\Corpus_commission\txt_files\1974_0226_COM_1974_1332_XM_PACKAGE.txt
17915,1974_0227_COM_1974_1333_XM_PACKAGE.txt,1974,14.345703125,H:\Corpus_commission\txt_files\1974_0227_COM_1974_1333_XM_PACKAGE.txt
17916,1974_0227_COM_1974_1335_XM_PACKAGE.txt,1974,16.150390625,H:\Corpus_commission\txt_files\1974_0227_COM_1974_1335_XM_PACKAGE.txt
17917,1974_0227_COM_1974_1336_XM_PACKAGE.txt,1974,90.931640625,H:\Corpus_commission\txt_files\1974_0227_COM_1974_1336_XM_PACKAGE.txt
17918,1974_0227_COM_1974_1337_XM_PACKAGE.txt,1974,82.291015625,H:\Corpus_commission\txt_files\1974_0227_COM_1974_1337_XM_PACKAGE.txt
17919,1974_0227_COM_1974_1338_XM_PACKAGE.txt,1974,14.3271484375,H:\Corpus_commission\txt_files\1974_0227_COM_1974_1338_XM_PACKAGE.txt
17920,1974_0227_COM_1974_1339_XM_PACKAGE.txt,1974,26.8896484375,H:\Corpus_commission\txt_files\1974_0227_COM_1974_1339_XM_PACKAGE.txt
17921,1974_0227_COM_1974_1340_XM_PACKAGE.txt,1974,54.9814453125,H:\Corpus_commission\txt_files\1974_0227_COM_1974_1340_XM_PACKAGE.txt
17922,1974_0227_COM_1974_1341_XM_PACKAGE.txt,1974,8.015625,H:\Corpus_commission\txt_files\1974_0227_COM_1974_1341_XM_PACKAGE.txt
17923,1974_0227_COM_1974_1342_XM_PACKAGE.txt,1974,7.7607421875,H:\Corpus_commission\txt_files\1974_0227_COM_1974_1342_XM_PACKAGE.txt
17924,1974_0227_COM_1974_1343_XM_PACKAGE.txt,1974,26.4658203125,H:\Corpus_commission\txt_files\1974_0227_COM_1974_1343_XM_PACKAGE.txt
17925,1974_0227_COM_1974_1344_XM_PACKAGE.txt,1974,5.728515625,H:\Corpus_commission\txt_files\1974_0227_COM_1974_1344_XM_PACKAGE.txt
17926,1974_0227_COM_1974_1345_XM_PACKAGE.txt,1974,7.494140625,H:\Corpus_commission\txt_files\1974_0227_COM_1974_1345_XM_PACKAGE.txt
17927,1974_0227_COM_1974_1346_XM_PACKAGE.txt,1974,16.556640625,H:\Corpus_commission\txt_files\1974_0227_COM_1974_1346_XM_PACKAGE.txt
17928,1974_0227_COM_1974_1347_XM_PACKAGE.txt,1974,29.3544921875,H:\Corpus_commission\txt_files\1974_0227_COM_1974_1347_XM_PACKAGE.txt
