topic_id,tokens,term,dist,french,length,profondeur,category,link,bt1,mt,domain
Topic 161,work,work,0,travail,1,1,descriptor,http://eurovoc.europa.eu/4543,work,MT 4416 organisation of work and working conditions,44 EMPLOYMENT AND WORKING CONDITIONS
Topic 152,work,work,0,travail,1,1,descriptor,http://eurovoc.europa.eu/4543,work,MT 4416 organisation of work and working conditions,44 EMPLOYMENT AND WORKING CONDITIONS
Topic 150,work,work,0,travail,1,1,descriptor,http://eurovoc.europa.eu/4543,work,MT 4416 organisation of work and working conditions,44 EMPLOYMENT AND WORKING CONDITIONS
Topic 90,work,work,0,travail,1,1,descriptor,http://eurovoc.europa.eu/4543,work,MT 4416 organisation of work and working conditions,44 EMPLOYMENT AND WORKING CONDITIONS
Topic 220,work,work,0,travail,1,1,descriptor,http://eurovoc.europa.eu/4543,work,MT 4416 organisation of work and working conditions,44 EMPLOYMENT AND WORKING CONDITIONS
Topic 121,zinc,zinc,0,zinc,1,3,descriptor,http://eurovoc.europa.eu/4783,non-ferrous metal,"MT 6816 iron, steel and other metal industries",68 INDUSTRY
Topic 0,income farm,farm income,0,revenu de l'exploitation agricole,2,2,descriptor,http://eurovoc.europa.eu/3682,agricultural performance,MT 5616 farming systems,"56 AGRICULTURE, FORESTRY AND FISHERIES"
Topic 0,farm machinery,farm machinery,0,machine agricole,2,3,used_for,http://eurovoc.europa.eu/1719,agricultural equipment,MT 5626 means of agricultural production,"56 AGRICULTURE, FORESTRY AND FISHERIES"
Topic 1,women employment,employment of women,0,travail féminin,3,2,used_for,http://eurovoc.europa.eu/3530,employment structure,MT 4406 employment,44 EMPLOYMENT AND WORKING CONDITIONS
Topic 1,women training,training of women,0,éducation des adultes,3,2,used_for,http://eurovoc.europa.eu/674,education,MT 3206 education,32 EDUCATION AND COMMUNICATIONS
Topic 1,employment law,employment law,0,droit du travail,2,1,used_for,http://eurovoc.europa.eu/557,employment law,MT 4426 labour law and labour relations,44 EMPLOYMENT AND WORKING CONDITIONS
Topic 1,vocational training,vocational training,0,formation professionnelle,2,1,descriptor,http://eurovoc.europa.eu/1074,vocational training,MT 4406 employment,44 EMPLOYMENT AND WORKING CONDITIONS
Topic 1,treatment equal,equal treatment,0,égalité de traitement,2,2,descriptor,http://eurovoc.europa.eu/688,social rights,MT 1236 rights and freedoms,12 LAW
Topic 3,euratom regulation,Euratom Regulation,0,règlement CEEA,2,3,used_for,http://eurovoc.europa.eu/3106,EAEC,MT 1016 European construction,10 EUROPEAN UNION
Topic 3,european community,European Community,0,Communauté européenne,2,2,descriptor,http://eurovoc.europa.eu/5343,European Communities,MT 1016 European construction,10 EUROPEAN UNION
Topic 3,community regulation,Community regulation,0,règlement (UE),2,2,used_for,http://eurovoc.europa.eu/3102,EU act,MT 1011 European Union law,10 EUROPEAN UNION
Topic 4,product finished,finished product,0,produit manufacturé,2,3,used_for,http://eurovoc.europa.eu/2765,industrial product,MT 6806 industrial structures and policy,68 INDUSTRY
Topic 5,proposal commission,Commission proposal,0,proposition (UE),2,3,used_for,http://eurovoc.europa.eu/2809,drafting of EU law,MT 1011 European Union law,10 EUROPEAN UNION
Topic 5,commission decision,Commission Decision,0,décision (UE),2,2,used_for,http://eurovoc.europa.eu/349,EU act,MT 1011 European Union law,10 EUROPEAN UNION
Topic 5,commission european,European Commission,0,Commission européenne,2,2,descriptor,http://eurovoc.europa.eu/4038,EU institution,MT 1006 EU institutions and European civil service,10 EUROPEAN UNION
Topic 5,council decision,Council Decision,0,décision (UE),2,2,used_for,http://eurovoc.europa.eu/349,EU act,MT 1011 European Union law,10 EUROPEAN UNION
Topic 5,council european,European Council,0,Conseil européen,2,2,descriptor,http://eurovoc.europa.eu/128,EU institution,MT 1006 EU institutions and European civil service,10 EUROPEAN UNION
Topic 5,decision community,Community decision,0,décision (UE),2,2,used_for,http://eurovoc.europa.eu/349,EU act,MT 1011 European Union law,10 EUROPEAN UNION
Topic 5,parliament european,European Parliament,0,Parlement européen,2,2,descriptor,http://eurovoc.europa.eu/2243,EU institution,MT 1006 EU institutions and European civil service,10 EUROPEAN UNION
Topic 5,community european,European Community,0,Communauté européenne,2,2,descriptor,http://eurovoc.europa.eu/5343,European Communities,MT 1016 European construction,10 EUROPEAN UNION
Topic 6,tax exemption,tax exemption,0,exonération fiscale,2,2,descriptor,http://eurovoc.europa.eu/935,fiscal policy,MT 2446 taxation,24 FINANCE
Topic 7,belgium kingdom,Kingdom of Belgium,0,Belgique,3,2,used_for,http://eurovoc.europa.eu/4839,Western Europe || Benelux countries || EU Member State || OECD countries || Council of Europe countries || NATO countries || WEU countries,MT 7206 Europe || MT 7231 economic geography || MT 7236 political geography,72 GEOGRAPHY
Topic 7,netherlands kingdom,Kingdom of the Netherlands,0,Pays-Bas,4,2,used_for,http://eurovoc.europa.eu/2286,Western Europe || Benelux countries || EU Member State || OECD countries || Council of Europe countries || NATO countries || WEU countries,MT 7206 Europe || MT 7231 economic geography || MT 7236 political geography,72 GEOGRAPHY
Topic 7,united kingdom,United Kingdom,0,Royaume-Uni,2,2,descriptor,http://eurovoc.europa.eu/3774,Western Europe || EU Member State || OECD countries || Council of Europe countries || NATO countries || WEU countries,MT 7206 Europe || MT 7231 economic geography || MT 7236 political geography,72 GEOGRAPHY
Topic 7,united states,United States,0,États-Unis,2,2,descriptor,http://eurovoc.europa.eu/888,North America || APEC countries || NAFTA countries || OECD countries || Anzus countries || NATO countries || OAS countries,MT 7216 America || MT 7231 economic geography || MT 7236 political geography,72 GEOGRAPHY
Topic 10,social development,social development,0,développement social,2,2,descriptor,http://eurovoc.europa.eu/432,social life,MT 2826 social affairs,28 SOCIAL QUESTIONS
Topic 10,social policy,social policy,0,politique sociale,2,1,descriptor,http://eurovoc.europa.eu/2517,social policy,MT 2826 social affairs,28 SOCIAL QUESTIONS
Topic 10,economic development,economic development,0,développement économique,2,1,descriptor,http://eurovoc.europa.eu/427,economic development,MT 1611 economic conditions,16 ECONOMICS
Topic 10,economic policy,economic policy,0,politique économique,2,1,descriptor,http://eurovoc.europa.eu/2497,economic policy,MT 1606 economic policy,16 ECONOMICS
Topic 10,community policy,Community policy,0,politique de l'UE,2,3,used_for,http://eurovoc.europa.eu/2451,EU activity,MT 1016 European construction,10 EUROPEAN UNION
Topic 10,community action,Community action,0,action de l'UE,2,3,used_for,http://eurovoc.europa.eu/5413,EU activity,MT 1016 European construction,10 EUROPEAN UNION
Topic 10,development policy,development policy,0,politique de développement,2,2,descriptor,http://eurovoc.europa.eu/2465,economic policy,MT 1606 economic policy,16 ECONOMICS
Topic 10,commission member,member of the Commission,0,commissaire européen,4,3,used_for,http://eurovoc.europa.eu/4044,European Commission,MT 1006 EU institutions and European civil service,10 EUROPEAN UNION
Topic 12,employee participation,employee participation,0,participation des travailleurs,2,2,used_for,http://eurovoc.europa.eu/2266,labour relations,MT 4426 labour law and labour relations,44 EMPLOYMENT AND WORKING CONDITIONS
Topic 12,company management,management company,0,holding,2,2,used_for,http://eurovoc.europa.eu/1247,organisation,MT 4016 legal form of organisations,40 BUSINESS AND COMPETITION
Topic 12,company management,company management,0,conseil de direction,2,2,used_for,http://eurovoc.europa.eu/447,company structure,MT 4006 business organisation,40 BUSINESS AND COMPETITION
Topic 12,company law,company law,0,droit des sociétés,2,1,descriptor,http://eurovoc.europa.eu/554,company law,MT 4006 business organisation,40 BUSINESS AND COMPETITION
Topic 13,staff service,service staff,0,personnel de service,2,3,used_for,http://eurovoc.europa.eu/3610,service industry,MT 6846 miscellaneous industries,68 INDUSTRY
Topic 13,staff regulations,staff regulations,0,statut du personnel,2,2,descriptor,http://eurovoc.europa.eu/4273,personnel administration,MT 4421 personnel management and staff remuneration,44 EMPLOYMENT AND WORKING CONDITIONS
Topic 16,farm income,farm income,0,revenu de l'exploitation agricole,2,2,descriptor,http://eurovoc.europa.eu/3682,agricultural performance,MT 5616 farming systems,"56 AGRICULTURE, FORESTRY AND FISHERIES"
Topic 17,budget year,budget year,0,exercice budgétaire,2,2,used_for,http://eurovoc.europa.eu/933,implementation of the budget,MT 2441 budget,24 FINANCE
Topic 17,financial year,financial year,0,exercice budgétaire,2,2,descriptor,http://eurovoc.europa.eu/933,implementation of the budget,MT 2441 budget,24 FINANCE
Topic 18,tariff customs,customs tariff,0,tarif douanier,2,1,descriptor,http://eurovoc.europa.eu/4380,customs tariff,MT 2011 tariff policy,20 TRADE
Topic 18,tariff agreement,tariff agreement,0,accord tarifaire,2,2,descriptor,http://eurovoc.europa.eu/4836,tariff policy,MT 2011 tariff policy,20 TRADE
Topic 18,customs duties,customs duties,0,droits de douane,2,2,descriptor,http://eurovoc.europa.eu/4078,customs tariff,MT 2011 tariff policy,20 TRADE
Topic 19,decision commission,Commission Decision,0,décision (UE),2,2,used_for,http://eurovoc.europa.eu/349,EU act,MT 1011 European Union law,10 EUROPEAN UNION
Topic 20,electrical apparatus,electrical apparatus,0,matériel électrique,2,2,used_for,http://eurovoc.europa.eu/1833,electrical engineering,MT 6826 electronics and electrical engineering,68 INDUSTRY
Topic 20,standard european,European standard,0,norme européenne,2,3,descriptor,http://eurovoc.europa.eu/3646,standardisation,MT 6411 technology and technical regulations,"64 PRODUCTION, TECHNOLOGY AND RESEARCH"
Topic 21,waterway inland,inland waterway,0,voie d'eau intérieure,2,3,descriptor,http://eurovoc.europa.eu/4735,network of navigable waterways,MT 4821 maritime and inland waterway transport,48 TRANSPORT
Topic 22,sugar milk,milk sugar,0,lactose,2,2,used_for,http://eurovoc.europa.eu/1563,sugar,MT 6021 beverages and sugar,60 AGRI-FOODSTUFFS
Topic 22,marketing year,marketing year,0,campagne agricole,2,2,descriptor,http://eurovoc.europa.eu/5096,agricultural production policy,MT 5611 agricultural structures and production,"56 AGRICULTURE, FORESTRY AND FISHERIES"
Topic 24,milk fat,milk fat,0,matière grasse du lait,2,2,descriptor,http://eurovoc.europa.eu/1836,milk product,MT 6016 processed agricultural produce,60 AGRI-FOODSTUFFS
Topic 26,marketing year,marketing year,0,campagne agricole,2,2,descriptor,http://eurovoc.europa.eu/5096,agricultural production policy,MT 5611 agricultural structures and production,"56 AGRICULTURE, FORESTRY AND FISHERIES"
Topic 27,agreement cooperation,cooperation agreement,0,accord de coopération,2,2,descriptor,http://eurovoc.europa.eu/2095,international agreement,MT 0806 international affairs,08 INTERNATIONAL RELATIONS
Topic 27,agreement cooperation,cooperation agreement (EU),0,accord de coopération (UE),3,3,descriptor,http://eurovoc.europa.eu/5404,agreement (EU),MT 1016 European construction,10 EUROPEAN UNION
Topic 27,agreement trade,trade agreement,0,accord commercial,2,2,descriptor,http://eurovoc.europa.eu/1567,trade relations,MT 2021 international trade,20 TRADE
Topic 27,agreement trade,trade agreement (EU),0,accord commercial (UE),3,3,descriptor,http://eurovoc.europa.eu/5403,agreement (EU),MT 1016 European construction,10 EUROPEAN UNION
Topic 27,agreement economic,economic agreement,0,accord économique,2,2,descriptor,http://eurovoc.europa.eu/2928,international agreement,MT 0806 international affairs,08 INTERNATIONAL RELATIONS
Topic 27,negotiations trade,trade negotiations,0,accord commercial,2,2,used_for,http://eurovoc.europa.eu/1567,trade relations,MT 2021 international trade,20 TRADE
Topic 27,cooperation trade,trade cooperation,0,coopération commerciale,2,2,descriptor,http://eurovoc.europa.eu/207,cooperation policy,MT 0811 cooperation policy,08 INTERNATIONAL RELATIONS
Topic 27,cooperation economic,economic cooperation,0,coopération économique,2,2,descriptor,http://eurovoc.europa.eu/209,cooperation policy,MT 0811 cooperation policy,08 INTERNATIONAL RELATIONS
Topic 27,cooperation european,European cooperation,0,coopération européenne,2,2,descriptor,http://eurovoc.europa.eu/210,cooperation policy,MT 0811 cooperation policy,08 INTERNATIONAL RELATIONS
Topic 27,community european,European Community,0,Communauté européenne,2,2,descriptor,http://eurovoc.europa.eu/5343,European Communities,MT 1016 European construction,10 EUROPEAN UNION
Topic 27,commission european,European Commission,0,Commission européenne,2,2,descriptor,http://eurovoc.europa.eu/4038,EU institution,MT 1006 EU institutions and European civil service,10 EUROPEAN UNION
Topic 29,import temporary,temporary import,0,admission temporaire,2,3,used_for,http://eurovoc.europa.eu/97,customs procedure suspending duties,MT 2011 tariff policy,20 TRADE
Topic 29,customs duties,customs duties,0,droits de douane,2,2,descriptor,http://eurovoc.europa.eu/4078,customs tariff,MT 2011 tariff policy,20 TRADE
Topic 29,goods origin,origin of goods,0,produit originaire,3,2,used_for,http://eurovoc.europa.eu/2771,international trade,MT 2021 international trade,20 TRADE
Topic 30,programme research,research programme,0,programme de recherche,2,2,descriptor,http://eurovoc.europa.eu/2795,research policy,MT 6416 research and intellectual property,"64 PRODUCTION, TECHNOLOGY AND RESEARCH"
Topic 30,programme community,Community programme,0,programme de l'UE,2,4,used_for,http://eurovoc.europa.eu/5315,EU action,MT 1016 European construction,10 EUROPEAN UNION
Topic 30,programme action,action programme,0,programme d'action,2,2,descriptor,http://eurovoc.europa.eu/2792,management,MT 4021 management,40 BUSINESS AND COMPETITION
Topic 30,project research,research project,0,projet de recherche,2,2,descriptor,http://eurovoc.europa.eu/2801,research policy,MT 6416 research and intellectual property,"64 PRODUCTION, TECHNOLOGY AND RESEARCH"
Topic 30,research field,field research,0,recherche sur le terrain,2,2,descriptor,http://eurovoc.europa.eu/6305,research,MT 6416 research and intellectual property,"64 PRODUCTION, TECHNOLOGY AND RESEARCH"
Topic 30,community action,Community action,0,action de l'UE,2,3,used_for,http://eurovoc.europa.eu/5413,EU activity,MT 1016 European construction,10 EUROPEAN UNION
Topic 30,community european,European Community,0,Communauté européenne,2,2,descriptor,http://eurovoc.europa.eu/5343,European Communities,MT 1016 European construction,10 EUROPEAN UNION
Topic 30,commission european,European Commission,0,Commission européenne,2,2,descriptor,http://eurovoc.europa.eu/4038,EU institution,MT 1006 EU institutions and European civil service,10 EUROPEAN UNION
Topic 31,vocational training,vocational training,0,formation professionnelle,2,1,descriptor,http://eurovoc.europa.eu/1074,vocational training,MT 4406 employment,44 EMPLOYMENT AND WORKING CONDITIONS
Topic 31,employment application,application for employment,0,demande d'emploi,3,2,used_for,http://eurovoc.europa.eu/376,labour market,MT 4411 labour market,44 EMPLOYMENT AND WORKING CONDITIONS
Topic 31,young people,young people,0,jeune,2,3,used_for,http://eurovoc.europa.eu/1528,distribution by age,MT 2816 demography and population,28 SOCIAL QUESTIONS
Topic 32,aid refugees,aid to refugees,0,aide aux réfugiés,3,2,descriptor,http://eurovoc.europa.eu/3075,humanitarian aid,MT 0811 cooperation policy,08 INTERNATIONAL RELATIONS
Topic 32,aid food,food aid,0,aide alimentaire,2,2,descriptor,http://eurovoc.europa.eu/807,aid policy,MT 0811 cooperation policy,08 INTERNATIONAL RELATIONS
Topic 32,aid community,Community aid,0,aide de l'UE,2,2,used_for,http://eurovoc.europa.eu/862,economic support,MT 1606 economic policy,16 ECONOMICS
Topic 32,nations united,United Nations,0,ONU,2,1,used_for,http://eurovoc.europa.eu/2179,United Nations,MT 7606 United Nations,76 INTERNATIONAL ORGANISATIONS
Topic 33,production aid,production aid,0,aide à la production,2,2,descriptor,http://eurovoc.europa.eu/797,economic support,MT 1606 economic policy,16 ECONOMICS
Topic 34,applications computer,computer applications,0,informatique appliquée,2,2,descriptor,http://eurovoc.europa.eu/3026,computer systems,MT 3236 information technology and data processing,32 EDUCATION AND COMMUNICATIONS
Topic 34,data processing,data processing,0,traitement des données,2,1,descriptor,http://eurovoc.europa.eu/4488,data processing,MT 3236 information technology and data processing,32 EDUCATION AND COMMUNICATIONS
Topic 34,data analysis,data analysis,0,analyse de l'information,2,2,used_for,http://eurovoc.europa.eu/1752,documentation,MT 3221 documentation,32 EDUCATION AND COMMUNICATIONS
Topic 34,system computer,computer system,0,système informatique,2,1,descriptor,http://eurovoc.europa.eu/5922,computer system,MT 3236 information technology and data processing,32 EDUCATION AND COMMUNICATIONS
Topic 35,farm development,farm development,0,modernisation de l'exploitation agricole,2,2,used_for,http://eurovoc.europa.eu/1958,policy on agricultural structures,MT 5611 agricultural structures and production,"56 AGRICULTURE, FORESTRY AND FISHERIES"
Topic 35,plan development,development plan,0,plan de développement,2,2,descriptor,http://eurovoc.europa.eu/2393,economic planning,MT 1606 economic policy,16 ECONOMICS
Topic 37,directive council,Council Directive,0,directive (UE),2,2,used_for,http://eurovoc.europa.eu/449,EU act,MT 1011 European Union law,10 EUROPEAN UNION
Topic 37,directive community,Community directive,0,directive (UE),2,2,used_for,http://eurovoc.europa.eu/449,EU act,MT 1011 European Union law,10 EUROPEAN UNION
Topic 38,economic development,economic development,0,développement économique,2,1,descriptor,http://eurovoc.europa.eu/427,economic development,MT 1611 economic conditions,16 ECONOMICS
Topic 38,economic cooperation,economic cooperation,0,coopération économique,2,2,descriptor,http://eurovoc.europa.eu/209,cooperation policy,MT 0811 cooperation policy,08 INTERNATIONAL RELATIONS
Topic 38,industrial development,industrial development,0,développement industriel,2,2,descriptor,http://eurovoc.europa.eu/429,industrial policy,MT 6806 industrial structures and policy,68 INDUSTRY
Topic 38,industrial cooperation,industrial cooperation,0,coopération industrielle,2,2,descriptor,http://eurovoc.europa.eu/213,cooperation policy,MT 0811 cooperation policy,08 INTERNATIONAL RELATIONS
Topic 38,developing countries,developing countries,0,pays en développement,2,2,descriptor,http://eurovoc.europa.eu/2295,economic development,MT 1611 economic conditions,16 ECONOMICS
Topic 38,financial cooperation,financial cooperation,0,coopération financière,2,2,descriptor,http://eurovoc.europa.eu/211,cooperation policy,MT 0811 cooperation policy,08 INTERNATIONAL RELATIONS
Topic 38,international trade,international trade,0,commerce international,2,1,descriptor,http://eurovoc.europa.eu/11,international trade,MT 2021 international trade,20 TRADE
Topic 38,international cooperation,international cooperation,0,coopération internationale,2,2,descriptor,http://eurovoc.europa.eu/216,cooperation policy,MT 0811 cooperation policy,08 INTERNATIONAL RELATIONS
Topic 38,world trade,world trade,0,commerce international,2,1,used_for,http://eurovoc.europa.eu/11,world trade,MT 2021 international trade,20 TRADE
Topic 38,trade cooperation,trade cooperation,0,coopération commerciale,2,2,descriptor,http://eurovoc.europa.eu/207,cooperation policy,MT 0811 cooperation policy,08 INTERNATIONAL RELATIONS
Topic 40,mercury pollution,mercury pollution,0,pollution par les métaux,2,2,used_for,http://eurovoc.europa.eu/3162,pollution,MT 5216 deterioration of the environment,52 ENVIRONMENT
Topic 40,pollution water,water pollution,0,pollution de l'eau,2,2,descriptor,http://eurovoc.europa.eu/2530,pollution,MT 5216 deterioration of the environment,52 ENVIRONMENT
Topic 41,project development,development project,0,plan de développement,2,2,used_for,http://eurovoc.europa.eu/2393,economic planning,MT 1606 economic policy,16 ECONOMICS
Topic 41,community support,Community support,0,aide de l'UE,2,2,used_for,http://eurovoc.europa.eu/862,economic support,MT 1606 economic policy,16 ECONOMICS
Topic 42,ecsc loan,ECSC loan,0,prêt CECA,2,4,descriptor,http://eurovoc.europa.eu/2608,Community loan,MT 1021 EU finance,10 EUROPEAN UNION
Topic 42,ecsc treaty,ECSC Treaty,0,traité CECA,2,2,descriptor,http://eurovoc.europa.eu/4480,European treaties,MT 1011 European Union law,10 EUROPEAN UNION
Topic 42,investment loan,investment loan,0,crédit d'investissement,2,2,descriptor,http://eurovoc.europa.eu/295,credit,MT 2416 financial institutions and credit,24 FINANCE
Topic 44,price minimum,minimum price,0,prix minimal,2,2,descriptor,http://eurovoc.europa.eu/2681,prices,MT 2451 prices,24 FINANCE
Topic 44,tender invitation,invitation to tender,0,appel d'offres,3,2,descriptor,http://eurovoc.europa.eu/2218,public contract,MT 2006 trade policy,20 TRADE
Topic 46,sea mediterranean,Mediterranean Sea,0,mer Méditerranée,2,3,descriptor,http://eurovoc.europa.eu/1879,sea,MT 5211 natural environment,52 ENVIRONMENT
Topic 46,marine pollution,marine pollution,0,pollution marine,2,3,descriptor,http://eurovoc.europa.eu/2535,water pollution,MT 5216 deterioration of the environment,52 ENVIRONMENT
Topic 46,oil pollution,oil pollution,0,pollution par les hydrocarbures,2,2,descriptor,http://eurovoc.europa.eu/3161,pollution,MT 5216 deterioration of the environment,52 ENVIRONMENT
Topic 47,systems computer,computer systems,0,informatique,2,1,descriptor,http://eurovoc.europa.eu/1426,computer systems,MT 3236 information technology and data processing,32 EDUCATION AND COMMUNICATIONS
Topic 47,system computer,computer system,0,système informatique,2,1,descriptor,http://eurovoc.europa.eu/5922,computer system,MT 3236 information technology and data processing,32 EDUCATION AND COMMUNICATIONS
Topic 47,software development,software development,0,logiciel,2,2,used_for,http://eurovoc.europa.eu/1696,information technology industry,MT 3236 information technology and data processing,32 EDUCATION AND COMMUNICATIONS
Topic 47,data processing,data processing,0,traitement des données,2,1,descriptor,http://eurovoc.europa.eu/4488,data processing,MT 3236 information technology and data processing,32 EDUCATION AND COMMUNICATIONS
Topic 48,market capital,capital market,0,marché des capitaux,2,2,descriptor,http://eurovoc.europa.eu/5156,free movement of capital,MT 2421 free movement of capital,24 FINANCE
Topic 48,undertaking joint,joint undertaking,0,entreprise commune,2,2,used_for,http://eurovoc.europa.eu/816,type of business,MT 4011 business classification,40 BUSINESS AND COMPETITION
Topic 49,powder milk,milk powder,0,lait en poudre,2,2,used_for,http://eurovoc.europa.eu/1571,milk product,MT 6016 processed agricultural produce,60 AGRI-FOODSTUFFS
Topic 49,milk skimmed,skimmed milk,0,lait écrémé,2,3,descriptor,http://eurovoc.europa.eu/1570,milk,MT 6016 processed agricultural produce,60 AGRI-FOODSTUFFS
Topic 49,delivery costs,delivery costs,0,livraison,2,2,used_for,http://eurovoc.europa.eu/1684,distributive trades,MT 2036 distributive trades,20 TRADE
Topic 50,information exchange,information exchange,0,échange d'information,2,2,used_for,http://eurovoc.europa.eu/616,information,MT 3231 information and information processing,32 EDUCATION AND COMMUNICATIONS
Topic 50,information exchange,exchange of information,0,échange d'information,3,2,descriptor,http://eurovoc.europa.eu/616,information,MT 3231 information and information processing,32 EDUCATION AND COMMUNICATIONS
Topic 51,reactor nuclear,nuclear reactor,0,réacteur nucléaire,2,2,descriptor,http://eurovoc.europa.eu/2903,nuclear power station,MT 6621 electrical and nuclear industries,66 ENERGY
Topic 51,reactor power,power reactor,0,réacteur nucléaire,2,2,used_for,http://eurovoc.europa.eu/2903,nuclear power station,MT 6621 electrical and nuclear industries,66 ENERGY
Topic 51,reactor safety,reactor safety,0,sécurité nucléaire,2,2,used_for,http://eurovoc.europa.eu/4042,nuclear industry,MT 6621 electrical and nuclear industries,66 ENERGY
Topic 51,reactor fast,fast reactor,0,surrégénérateur,2,3,used_for,http://eurovoc.europa.eu/4341,nuclear reactor,MT 6621 electrical and nuclear industries,66 ENERGY
Topic 51,nuclear fuel,nuclear fuel,0,combustible nucléaire,2,2,descriptor,http://eurovoc.europa.eu/6047,nuclear energy,MT 6621 electrical and nuclear industries,66 ENERGY
Topic 51,nuclear energy,nuclear energy,0,énergie nucléaire,2,1,descriptor,http://eurovoc.europa.eu/753,nuclear energy,MT 6621 electrical and nuclear industries,66 ENERGY
Topic 51,nuclear materials,nuclear materials,0,matière radioactive,2,2,used_for,http://eurovoc.europa.eu/1840,nuclear energy,MT 6621 electrical and nuclear industries,66 ENERGY
Topic 51,nuclear safety,nuclear safety,0,sécurité nucléaire,2,2,descriptor,http://eurovoc.europa.eu/4042,nuclear industry,MT 6621 electrical and nuclear industries,66 ENERGY
Topic 51,reprocessing fuel,fuel reprocessing,0,retraitement du combustible,2,3,descriptor,http://eurovoc.europa.eu/3631,nuclear technology,MT 6621 electrical and nuclear industries,66 ENERGY
Topic 52,council regulation,Council Regulation,0,règlement (UE),2,2,used_for,http://eurovoc.europa.eu/3102,EU act,MT 1011 European Union law,10 EUROPEAN UNION
Topic 52,council european,European Council,0,Conseil européen,2,2,descriptor,http://eurovoc.europa.eu/128,EU institution,MT 1006 EU institutions and European civil service,10 EUROPEAN UNION
Topic 52,community regulation,Community regulation,0,règlement (UE),2,2,used_for,http://eurovoc.europa.eu/3102,EU act,MT 1011 European Union law,10 EUROPEAN UNION
Topic 52,community european,European Community,0,Communauté européenne,2,2,descriptor,http://eurovoc.europa.eu/5343,European Communities,MT 1016 European construction,10 EUROPEAN UNION
Topic 53,rail transport,rail transport,0,transport ferroviaire,2,2,descriptor,http://eurovoc.europa.eu/4514,land transport,MT 4816 land transport,48 TRANSPORT
Topic 53,rail traffic,rail traffic,0,transport ferroviaire,2,2,used_for,http://eurovoc.europa.eu/4514,land transport,MT 4816 land transport,48 TRANSPORT
Topic 53,transport infrastructure,transport infrastructure,0,infrastructure de transport,2,2,descriptor,http://eurovoc.europa.eu/1433,transport policy,MT 4806 transport policy,48 TRANSPORT
Topic 53,transport road,road transport,0,transport routier,2,2,descriptor,http://eurovoc.europa.eu/4533,land transport,MT 4816 land transport,48 TRANSPORT
Topic 53,transport combined,combined transport,0,transport combiné,2,2,descriptor,http://eurovoc.europa.eu/4506,mode of transport,MT 4811 organisation of transport,48 TRANSPORT
Topic 53,traffic road,road traffic,0,circulation routière,2,3,descriptor,http://eurovoc.europa.eu/3127,road transport,MT 4816 land transport,48 TRANSPORT
Topic 54,export community,Community export,0,exportation (UE),2,3,used_for,http://eurovoc.europa.eu/3190,export,MT 2016 trade,20 TRADE
Topic 54,trade agreement,trade agreement,0,accord commercial,2,2,descriptor,http://eurovoc.europa.eu/1567,trade relations,MT 2021 international trade,20 TRADE
Topic 54,trade agreement,trade agreement (EU),0,accord commercial (UE),3,3,descriptor,http://eurovoc.europa.eu/5403,agreement (EU),MT 1016 European construction,10 EUROPEAN UNION
Topic 55,customs transit,customs transit,0,transit douanier,2,3,descriptor,http://eurovoc.europa.eu/4500,customs procedure suspending duties,MT 2011 tariff policy,20 TRADE
Topic 55,customs document,customs document,0,document douanier,2,2,descriptor,http://eurovoc.europa.eu/491,customs regulations,MT 2011 tariff policy,20 TRADE
Topic 55,goods transit,transit of goods,0,transit,3,2,used_for,http://eurovoc.europa.eu/3614,destination of transport,MT 4811 organisation of transport,48 TRANSPORT
Topic 55,transit community,Community transit,0,transit communautaire,2,2,descriptor,http://eurovoc.europa.eu/4499,common tariff policy,MT 2011 tariff policy,20 TRADE
Topic 56,energy nuclear,nuclear energy,0,énergie nucléaire,2,1,descriptor,http://eurovoc.europa.eu/753,nuclear energy,MT 6621 electrical and nuclear industries,66 ENERGY
Topic 56,energy consumption,energy consumption,0,consommation d'énergie,2,3,descriptor,http://eurovoc.europa.eu/142,energy audit,MT 6606 energy policy,66 ENERGY
Topic 56,energy production,energy production,0,production d'énergie,2,3,descriptor,http://eurovoc.europa.eu/2715,energy audit,MT 6606 energy policy,66 ENERGY
Topic 56,power production,power production,0,production d'énergie,2,3,used_for,http://eurovoc.europa.eu/2715,energy audit,MT 6606 energy policy,66 ENERGY
Topic 56,oil production,oil production,0,production de pétrole,2,2,used_for,http://eurovoc.europa.eu/3767,oil industry,MT 6616 oil industry,66 ENERGY
Topic 56,production community,Community production,0,production de l'UE,2,2,used_for,http://eurovoc.europa.eu/2713,production,MT 6406 production,"64 PRODUCTION, TECHNOLOGY AND RESEARCH"
Topic 58,european council,European Council,0,Conseil européen,2,2,descriptor,http://eurovoc.europa.eu/128,EU institution,MT 1006 EU institutions and European civil service,10 EUROPEAN UNION
Topic 58,social assistance,social assistance,0,assistance sociale,2,2,descriptor,http://eurovoc.europa.eu/3357,welfare,MT 2836 social protection,28 SOCIAL QUESTIONS
Topic 58,council decision,Council Decision,0,décision (UE),2,2,used_for,http://eurovoc.europa.eu/349,EU act,MT 1011 European Union law,10 EUROPEAN UNION
Topic 61,west north,North West (England),0,Angleterre du Nord-Ouest,3,3,descriptor,http://eurovoc.europa.eu/3397,England,MT 7211 regions of EU Member States,72 GEOGRAPHY
